u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction,access,width,ref
32630947,427617391,0,36780068,True,1,Via del Plebiscito,residential,,False,96.354,"LINESTRING (12.481922 41.8966132, 12.4818679 41.8966242, 12.4818028 41.8966343, 12.4817358 41.8966354, 12.4816878 41.8966319, 12.4807926 41.8964547)",,,,,,
32630948,25419073,0,32454487,True,1,Piazza Venezia,unclassified,50,False,63.946999999999996,"LINESTRING (12.4826655 41.8962217, 12.4825723 41.896373, 12.4825354 41.8964241, 12.482489 41.8964752, 12.4824494 41.8965213, 12.4824012 41.8965632, 12.4823457 41.8966033, 12.4822238 41.8966841)",,,,,,
32630948,2390153661,0,49304926,True,2,Piazza Venezia,tertiary,50,False,61.455000000000005,"LINESTRING (12.4826655 41.8962217, 12.4825106 41.8963791, 12.4824455 41.8964283, 12.4823906 41.8964721, 12.4823348 41.8965133, 12.4822802 41.8965426, 12.4822437 41.896561, 12.4822103 41.8965761, 12.4821394 41.8966004)",,,,,,
32630948,364857900,0,108565599,True,2,Piazza Venezia,residential,,False,77.10099999999998,"LINESTRING (12.4826655 41.8962217, 12.4825631 41.8963019, 12.4825042 41.8963387, 12.4824191 41.8963808, 12.4823436 41.8963973, 12.482273 41.8963985, 12.482232 41.8963917, 12.4821845 41.8963721, 12.4821629 41.8963568, 12.4821285 41.89633, 12.4821034 41.896297, 12.4820885 41.8962556, 12.4820836 41.8962077, 12.4820861 41.8961292)",,,,,,
32630948,247703236,0,108565600,True,1,Piazza Venezia,tertiary,50,False,61.016000000000005,"LINESTRING (12.4826655 41.8962217, 12.4826428 41.896362, 12.4825624 41.8965832, 12.4825288 41.8967597)",,,,,,
32630949,356931990,0,32454219,True,2,Piazza Venezia,residential,50,False,67.858,"LINESTRING (12.4835075 41.8954624, 12.4834245 41.8954772, 12.4833586 41.8954989, 12.4832559 41.8955456, 12.4831996 41.8955821, 12.4831435 41.8956239, 12.4830811 41.8956633, 12.4829869 41.895698, 12.4829412 41.895721, 12.4829011 41.895749, 12.4828524 41.8958062)",,,,,,
32630949,5728348344,0,432946455,False,2,Piazza della Madonna di Loreto,residential,,True,26.341,"LINESTRING (12.4835075 41.8954624, 12.4835663 41.8956129, 12.483619 41.8956828)",,,,,,
32630950,364855506,0,48598982,True,4,Piazza Venezia,tertiary,50,False,8.13,"LINESTRING (12.4825447 41.8955429, 12.4826387 41.8955641)",,,,,,
32630950,1387899770,0,24492397,True,2,Via di San Marco,tertiary,50,False,45.661,"LINESTRING (12.4825447 41.8955429, 12.4823654 41.8954876, 12.4822367 41.8954372, 12.4821046 41.8953831, 12.4820489 41.8953639)",,,,,,
32630952,32630961,0,"[107293141, 22979111]",True,2,Via del Teatro di Marcello,residential,50,False,56.142,"LINESTRING (12.4820859 41.8949191, 12.4820524 41.8949975, 12.4820441 41.8950169, 12.4820103 41.8950982, 12.4819683 41.8951989, 12.4819322 41.8952413, 12.4818954 41.8952657, 12.4818401 41.895284, 12.4817828 41.8952935, 12.4817349 41.8952991)",,,,,,
32630952,32630950,0,48520536,True,2,Via del Teatro di Marcello,tertiary,50,False,84.858,"LINESTRING (12.4820859 41.8949191, 12.4820808 41.8949952, 12.4820789 41.8950228, 12.4820828 41.8951051, 12.4820946 41.8951655, 12.4821152 41.8952177, 12.4821332 41.895252, 12.4821684 41.8952905, 12.4822289 41.8953448, 12.4823162 41.8954052, 12.4824018 41.8954548, 12.4825447 41.8955429)",,,,,,
32630955,32630952,0,"[107293136, 48520537]",True,4,Via del Teatro di Marcello,tertiary,50,False,86.315,"LINESTRING (12.481958 41.8941584, 12.4819905 41.8942391, 12.4820361 41.8943445, 12.4820606 41.894406, 12.4820852 41.8944811, 12.4821018 41.8945623, 12.4821087 41.8946415, 12.4821078 41.8947087, 12.4821026 41.8947974, 12.4820859 41.8949191)",,,,,,
32630956,32630955,0,22979083,True,2,Via del Teatro di Marcello,tertiary,50,False,43.879999999999995,"LINESTRING (12.4814966 41.8940681, 12.4815537 41.8940541, 12.4816007 41.8940455, 12.4816678 41.8940382, 12.4817271 41.894036, 12.4817736 41.8940406, 12.4818107 41.8940495, 12.4818511 41.8940718, 12.4818964 41.8941042, 12.4819297 41.8941317, 12.481958 41.8941584)",,,,,,
32630956,83506907,0,48520535,True,2,Piazza d'Aracoeli,tertiary,50,False,45.461,"LINESTRING (12.4814966 41.8940681, 12.4816155 41.893973, 12.4817397 41.8938769, 12.4817686 41.893848, 12.4817914 41.8938259, 12.4818094 41.8938011, 12.4818223 41.8937746, 12.4818323 41.8937504)",,,,,,
32630957,32630956,0,36779948,True,5,Piazza d'Aracoeli,tertiary,50,False,14.929,"LINESTRING (12.4813623 41.8941577, 12.4814296 41.8941114, 12.4814966 41.8940681)",,,,,,
32630959,32630957,0,"[36779947, 215331126]",True,4,"['Via di San Venanzio', ""Piazza d'Aracoeli""]",tertiary,50,False,80.981,"LINESTRING (12.4810368 41.8948337, 12.481077 41.8946191, 12.4810884 41.8945763, 12.4811103 41.8945108, 12.4811519 41.8944384, 12.4811958 41.8943754, 12.4812604 41.8942849, 12.4813204 41.8942032, 12.4813623 41.8941577)",,,,,,
32630961,356936423,0,48520538,True,2,Via di San Marco,tertiary,50,False,15.554,"LINESTRING (12.4817349 41.8952991, 12.481587 41.8952708, 12.4815529 41.8952643)",,,,,,
32631122,309299606,0,"[432946460, 366692685]",False,2,Via degli Uffici del Vicario,residential,,False,40.637,"LINESTRING (12.47658 41.9011702, 12.4766786 41.9011543, 12.4768677 41.9011267, 12.4770631 41.9011057)",,,,,,
32632112,32649913,0,4951286,True,3,Lungotevere degli Anguillara,primary,50,False,23.214,"LINESTRING (12.4744767 41.8903415, 12.4745679 41.890324, 12.4747471 41.8902862)",,,,,,
32632112,560450914,0,"[22955833, 25752812, 25752820]",True,2,Ponte Garibaldi,secondary,50,False,158.397,"LINESTRING (12.4744767 41.8903415, 12.4744954 41.8903981, 12.4745166 41.8904973, 12.4746265 41.8916174, 12.4746312 41.8916648, 12.474636 41.8917042, 12.4746396 41.8917318, 12.4746437 41.8917595)",yes,,,,,
32633399,1351150952,0,24876986,True,2,Viale Enrico De Nicola,secondary,50,False,28.005,"LINESTRING (12.4985377 41.9019611, 12.4988188 41.9021013)",,,,,,
32633399,242161441,0,24902595,True,2,Via Giovanni Giolitti,secondary,50,False,37.389,"LINESTRING (12.4985377 41.9019611, 12.4982103 41.9021928)",,,,,,
32633401,246150584,0,48599217,True,3,Piazza della Repubblica,secondary,50,False,18.07,"LINESTRING (12.4965781 41.9027182, 12.4965712 41.9027569, 12.4965561 41.9027943, 12.4965331 41.9028294, 12.4964969 41.9028659)",,,roundabout,,,
32633402,246152419,0,10640841,True,2,Via Pietro Barbieri,secondary,30,False,120.17699999999999,"LINESTRING (12.4960043 41.9035759, 12.49605 41.9036069, 12.4970611 41.9042927, 12.4970772 41.9043042)",,,,,,
32633402,32633403,0,24877402,True,1,Via Giuseppe Romita,unclassified,,False,46.38699999999999,"LINESTRING (12.4960043 41.9035759, 12.4959453 41.9036274, 12.4956933 41.9038477, 12.4956409 41.9038935)",,,,,,
32633403,32641629,0,49305053,True,2,Via Parigi,residential,,False,125.65899999999999,"LINESTRING (12.4956409 41.9038935, 12.4956887 41.9039238, 12.4960125 41.904129, 12.4964081 41.9043797, 12.4967242 41.9045801, 12.4967969 41.9046262)",,,,,,
32633413,122571142,0,13280362,True,1,Via Massimo D'Azeglio,residential,,False,39.637,"LINESTRING (12.4969811 41.8994139, 12.4969846 41.8994455, 12.4969898 41.8994722, 12.4969977 41.8994931, 12.4970094 41.8995113, 12.4970262 41.8995316, 12.4972223 41.899712)",,,,,,
32633413,255457314,0,184686129,True,1,Via Torino,residential,,False,65.887,"LINESTRING (12.4969811 41.8994139, 12.4969477 41.8994472, 12.4969269 41.8994695, 12.4969062 41.8994932, 12.4968882 41.8995194, 12.4968702 41.899547, 12.4966295 41.8999439)",,,,,,
32641629,1150894087,0,49305054,True,2,Via Pastrengo,secondary,50,False,86.895,"LINESTRING (12.4967969 41.9046262, 12.4967334 41.9046771, 12.4960822 41.9051987)",,,,,,
32641631,261875418,0,24180919,True,2,Largo di Santa Susanna,secondary,50,False,82.187,"LINESTRING (12.4942491 41.904441, 12.4942087 41.904479, 12.4941618 41.9045211, 12.4938109 41.904829, 12.4937769 41.9048562, 12.493736 41.9048873, 12.4937084 41.9049058, 12.4936808 41.9049233, 12.4936599 41.9049354, 12.4936362 41.9049475, 12.4935729 41.9049775)",,,,,,
32641631,259200029,0,35408129,True,2,Largo di Santa Susanna,secondary,50,False,25.307000000000002,"LINESTRING (12.4942491 41.904441, 12.4942804 41.9044098, 12.4943103 41.9043787, 12.4944221 41.9042534)",,,,,,
32641632,8626237456,0,24181029,True,2,Largo di Santa Susanna,secondary,50,False,18.22,"LINESTRING (12.4930484 41.9051186, 12.4932117 41.9050087)",,,,,,
32641632,247701034,0,49305058,False,4,Via Leonida Bissolati,secondary,50,False,75.161,"LINESTRING (12.4930484 41.9051186, 12.4927728 41.9052078, 12.4922184 41.905393)",,,,,,
32641633,32641634,0,4951069,True,1,Via di San Basilio,residential,50,False,67.837,"LINESTRING (12.4909766 41.9058649, 12.4909235 41.9058431, 12.4908541 41.9058152, 12.4908043 41.9057888, 12.4907592 41.9057622, 12.4903508 41.9054754)",,,,,,
32641633,247701034,0,184555066,False,4,Via Leonida Bissolati,secondary,50,True,115.915,"LINESTRING (12.4909766 41.9058649, 12.4911369 41.9057684, 12.4912382 41.9057239, 12.4913145 41.9056904, 12.4922184 41.905393)",,,,,,
32641633,415368299,0,"[35408714, 366801771]",False,4,Via Leonida Bissolati,secondary,50,True,17.643,"LINESTRING (12.4909766 41.9058649, 12.4909293 41.905895, 12.490857 41.9059377, 12.490811 41.9059648)",,,,,,
32641634,32641635,0,4951069,True,1,Via di San Basilio,residential,50,False,12.228,"LINESTRING (12.4903508 41.9054754, 12.4902461 41.9053978)",,,,,,
32641634,1116790373,0,46249888,True,1,Salita di San Nicola da Tolentino,residential,,False,86.96000000000001,"LINESTRING (12.4903508 41.9054754, 12.4908497 41.9050909, 12.491043 41.9049369, 12.4910767 41.90491)",,,,,,
32641635,1397809374,0,4951069,True,1,Via di San Basilio,residential,50,False,32.999,"LINESTRING (12.4902461 41.9053978, 12.4901776 41.905342, 12.4900911 41.9052742, 12.4899724 41.905182)",,,,,,
32641635,317345497,0,"[185586091, 28867436]",True,1,Via Versilia,residential,,False,97.10599999999998,"LINESTRING (12.4902461 41.9053978, 12.4902216 41.9054123, 12.4899048 41.9055993, 12.4897386 41.9057979, 12.489637 41.9059533, 12.4896136 41.9059892, 12.4896003 41.9060095, 12.4895792 41.9060379, 12.4895496 41.9060798)",,,,,,
32641636,32641638,0,"[49305051, 4951069]",True,1,"['Piazza Barberini', 'Via di San Basilio']",residential,50,False,121.31899999999999,"LINESTRING (12.4897186 41.9049804, 12.4895485 41.904835, 12.4888624 41.9042769, 12.4888137 41.9042347, 12.4887383 41.9041693)",,,,,,
32641638,253872929,0,432946453,True,2,Piazza Barberini,tertiary,50,False,19.458,"LINESTRING (12.4887383 41.9041693, 12.4886197 41.9040182)",,,,,,
32641638,253873619,0,"[144962194, 4951070]",False,2,Via Vittorio Veneto,tertiary,50,False,74.213,"LINESTRING (12.4887383 41.9041693, 12.4887006 41.9041883, 12.4886644 41.9042073, 12.4886442 41.9042214, 12.488624 41.9042391, 12.4885989 41.9042698, 12.4885061 41.9043902, 12.4883267 41.9046235, 12.4882511 41.9047217)",,,,,,
32641643,2141788625,0,185586097,False,2,Via Vittorio Veneto,tertiary,50,False,18.244,"LINESTRING (12.4886363 41.9057822, 12.4888365 41.9058509)",,,,,,
32641643,32641636,0,28867428,True,1,Via Molise,residential,,False,126.379,"LINESTRING (12.4886363 41.9057822, 12.4886746 41.9057523, 12.4887413 41.9057027, 12.4896555 41.905027, 12.4897186 41.9049804)",,,,,,
32641643,253873619,0,"[366692684, 185586093]",False,2,Via Vittorio Veneto,tertiary,50,True,149.64300000000003,"LINESTRING (12.4886363 41.9057822, 12.4883806 41.9056954, 12.4883242 41.9056731, 12.4882676 41.9056451, 12.4882073 41.9056054, 12.4881588 41.9055695, 12.4881047 41.9055216, 12.4880606 41.9054695, 12.4880322 41.9054223, 12.4880071 41.9053737, 12.4879923 41.9053221, 12.4879837 41.9052697, 12.487981 41.9052165, 12.487984 41.9051708, 12.4879923 41.9051186, 12.4880103 41.9050701, 12.4880345 41.9050215, 12.4880618 41.9049784, 12.4882511 41.9047217)",,,,,,
32641644,415368299,0,35408713,True,2,Via Leonida Bissolati,secondary,50,False,70.137,"LINESTRING (12.4901881 41.906392, 12.4902641 41.9063334, 12.4903326 41.9062806, 12.490811 41.9059648)",,,,,,
32641644,247701195,0,99498968,False,4,Via Vittorio Veneto,secondary,50,False,29.663,"LINESTRING (12.4901881 41.906392, 12.4902234 41.9064335, 12.4902533 41.9064717, 12.4902677 41.9064996, 12.4902844 41.9065443, 12.4902968 41.9065916, 12.4903021 41.9066404)",,,,,,
32641644,317345497,0,185586099,False,3,Via Vittorio Veneto,tertiary,50,False,64.02000000000001,"LINESTRING (12.4901881 41.906392, 12.4901488 41.9063576, 12.4901328 41.9063443, 12.4901089 41.9063245, 12.4900557 41.9062863, 12.4899789 41.9062426, 12.489859 41.9061869, 12.4897287 41.9061416, 12.4895496 41.9060798)",,,,,,
32641647,261952006,0,"[144962198, 124034719]",False,2,Via Vittorio Veneto,secondary,50,True,98.831,"LINESTRING (12.4892955 41.9081361, 12.4893567 41.9080589, 12.4893814 41.9080274, 12.4898149 41.9074739, 12.4898985 41.9073689)",,,,,,
32641647,247701961,0,185586095,False,2,Via Vittorio Veneto,secondary,50,False,82.97800000000001,"LINESTRING (12.4892955 41.9081361, 12.4892469 41.9082011, 12.4888496 41.9087344, 12.4888092 41.9087887)",,,,,,
32641648,32641650,0,"[22978808, 144962186]",True,1,Largo Federico Fellini,secondary,50,False,26.436,"LINESTRING (12.4885391 41.9091524, 12.4885435 41.9092624, 12.4885555 41.9093284, 12.4885886 41.9093843)",,,,,,
32641648,247701961,0,185586096,False,2,Via Vittorio Veneto,secondary,50,True,46.208,"LINESTRING (12.4885391 41.9091524, 12.4885657 41.9091165, 12.4887586 41.9088566, 12.4888092 41.9087887)",,,,,,
32641650,247701378,0,35407714,True,1,Porta Pinciana,secondary,50,False,21.472,"LINESTRING (12.4885886 41.9093843, 12.4886079 41.9094817, 12.4886215 41.9095758)",,,,,,
32641653,247701194,0,27434105,True,1,Via Marche,residential,,False,21.601,"LINESTRING (12.4899476 41.9096557, 12.4899796 41.9094629)",,,,,,
32641653,247701442,0,122110671,True,1,Corso d'Italia,tertiary,50,False,74.877,"LINESTRING (12.4899476 41.9096557, 12.4901627 41.9096825, 12.4902477 41.909698, 12.4903101 41.9097141, 12.490386 41.9097446, 12.4904411 41.9097733, 12.4907249 41.909961)",,,,,,
32649913,305309536,0,139584781,False,2,Piazza Giuseppe Gioachino Belli,residential,,True,50.424,"LINESTRING (12.4747471 41.8902862, 12.4747052 41.8898338)",,,,,,
32649913,32650161,0,190598703,True,3,Lungotevere degli Anguillara,primary,50,False,169.598,"LINESTRING (12.4747471 41.8902862, 12.4753798 41.8901238, 12.4758472 41.8899937, 12.4766553 41.8897332)",,,,,,
32649914,305309536,0,22951419,False,,Via degli Stefaneschi,residential,30,False,46.572,"LINESTRING (12.4746604 41.8894163, 12.4746631 41.8894362, 12.4747052 41.8898338)",,,,,,
32649915,305300324,0,"[27806144, 27806169, 33684471]",True,1,"['Vicolo della Luce', 'Via della Lungaretta', 'Via della Gensola']",residential,30,False,161.534,"LINESTRING (12.4759117 41.8893139, 12.4757151 41.8893503, 12.4755556 41.8893696, 12.4755599 41.8894712, 12.4756501 41.8896747, 12.4756939 41.8897736, 12.47576 41.8898236, 12.4758949 41.8897967, 12.4763457 41.8894806, 12.4765002 41.8894282)",,,,,,
32649920,984885713,0,403611036,True,,Piazza Benedetto Cairoli,residential,,False,56.54,"LINESTRING (12.475237 41.8939179, 12.4749356 41.8934616)",,,,,,
32650149,83511436,0,22951287,True,2,Largo Amerigo Petrucci,secondary,50,False,93.87,"LINESTRING (12.4811693 41.8880042, 12.4810098 41.8881238, 12.4809378 41.888175, 12.480886 41.8882229, 12.4808472 41.8882737, 12.4808046 41.8883425, 12.4807553 41.8884029, 12.4807234 41.8884342, 12.4806964 41.8884523, 12.4806163 41.888496, 12.4805411 41.8885438, 12.4804925 41.8885881, 12.4804499 41.8886438)",,,,,,
32650149,1380955534,0,"[22951313, 603411412, 128862124]",False,"['5', '6']",Piazza della Bocca della Verità,secondary,50,False,149.608,"LINESTRING (12.4811693 41.8880042, 12.4811949 41.8880628, 12.4812263 41.8881199, 12.4812731 41.8881831, 12.4813486 41.8882914, 12.4813932 41.8883704, 12.481405 41.8883971, 12.4814264 41.8884456, 12.4814414 41.888497, 12.4814449 41.8885188, 12.4814506 41.8885549, 12.4814508 41.8886201, 12.4814451 41.8886894, 12.4814392 41.8887264, 12.4814216 41.88879, 12.4814095 41.888827, 12.481398 41.8888621, 12.4813709 41.8889327, 12.4812348 41.8892862)",,,,,,
32650149,247287881,0,84137650,False,5,Largo Amerigo Petrucci,secondary,50,True,25.111,"LINESTRING (12.4811693 41.8880042, 12.4810972 41.8878234, 12.481083 41.8877877)",,,,,,
32650152,2899818331,0,"[126146476, 1137253421, 381223151, 95513393, 97165937]",False,2,"['Via di Ponte Quattro Capi', 'Ponte Cestio', ""Piazza di San Bartolomeo all'Isola""]","['residential', 'living_street']",,"[False, True]",157.79,"LINESTRING (12.4779777 41.8908602, 12.477659 41.8905798, 12.4776366 41.8905614, 12.477562 41.8905003, 12.4774887 41.8904407, 12.4774615 41.8904136, 12.4774428 41.8903854, 12.4773575 41.8902236, 12.4773238 41.8901487, 12.4771486 41.889688, 12.4771493 41.8896683, 12.4771374 41.8896222)",yes,,,destination,,
32650153,83648548,0,22880293,True,3,Lungotevere De' Cenci,primary,50,False,100.995,"LINESTRING (12.4785456 41.8913436, 12.478438 41.8914075, 12.4782854 41.8914913, 12.4781443 41.8915589, 12.4779415 41.8916448, 12.4777318 41.8917139, 12.4774828 41.8917755)",,,,,,
32650154,560450914,0,22880293,True,3,Lungotevere De' Cenci,primary,50,False,73.519,"LINESTRING (12.4755279 41.8918221, 12.4750833 41.8917902, 12.4748011 41.8917705, 12.4746437 41.8917595)",,,,,,
32650157,32650381,0,4951340,False,4,Via del Foro Olitorio,secondary,50,True,97.05999999999999,"LINESTRING (12.479418 41.8906622, 12.4797673 41.8907434, 12.480238 41.8908539, 12.4803045 41.8908643, 12.4804079 41.8908801, 12.4805457 41.8908966)",,,,,,
32650157,32650153,0,"[122229669, 49074919]",True,"['2', '3']",Lungotevere dei Pierleoni,primary,50,False,104.933,"LINESTRING (12.479418 41.8906622, 12.4793263 41.8907416, 12.4793004 41.8907641, 12.4792445 41.8908164, 12.4791152 41.8909293, 12.4789745 41.8910542, 12.4788706 41.8911287, 12.4787868 41.8911888, 12.4787244 41.8912277, 12.4786676 41.891266, 12.4786161 41.8913007, 12.4785456 41.8913436)",,,,,,
32650160,32650157,0,22880282,True,3,Lungotevere dei Pierleoni,primary,50,False,143.82000000000002,"LINESTRING (12.4801859 41.8895083, 12.4800762 41.8897483, 12.4799266 41.8900124, 12.4797597 41.8902487, 12.4795798 41.8904931, 12.479418 41.8906622)",,,,,,
32650161,2899818331,0,97165985,True,1,Lungotevere degli Anguillara,residential,,False,42.26199999999999,"LINESTRING (12.4766553 41.8897332, 12.4767172 41.8897376, 12.4768876 41.8896988, 12.4770668 41.8896433, 12.4771108 41.8896296, 12.4771374 41.8896222)",,,,,,
32650161,1125488475,0,"[202304080, 22951417]",True,2,"['Lungotevere degli Alberteschi', 'Lungotevere degli Anguillara']",primary,50,False,51.705,"LINESTRING (12.4766553 41.8897332, 12.4770498 41.8896069, 12.4771113 41.889585, 12.4772259 41.8895442)",,,,,,
32650370,305309566,0,22951389,True,1,Via Giulio Cesare Santini,residential,30,False,27.192,"LINESTRING (12.4748794 41.8882907, 12.4745708 41.8883745)",,,,,,
32650370,32650377,0,121033199,True,1,Via della Luce,residential,30,False,87.14800000000001,"LINESTRING (12.4748794 41.8882907, 12.4752444 41.8886293, 12.4754279 41.8888183, 12.4754738 41.8888673, 12.4755381 41.8888976)",,,,,,
32650377,305309322,0,1009886826,True,,Vicolo del Buco,residential,30,False,22.899,"LINESTRING (12.4755381 41.8888976, 12.475313 41.8890173)",,,,,,
32650377,32649915,0,121033199,True,1,Via della Luce,residential,30,False,56.223,"LINESTRING (12.4755381 41.8888976, 12.4755891 41.8889194, 12.4759117 41.8893139)",,,,,,
32650381,1603316088,0,147124638,True,2,Via del Teatro di Marcello,tertiary,50,False,10.065,"LINESTRING (12.4805457 41.8908966, 12.4805763 41.8909842)",,,,,,
32650381,32650157,0,4951340,False,4,Via del Foro Olitorio,secondary,50,False,97.06,"LINESTRING (12.4805457 41.8908966, 12.4804079 41.8908801, 12.4803045 41.8908643, 12.480238 41.8908539, 12.4797673 41.8907434, 12.479418 41.8906622)",,,,,,
32650381,670706085,0,"[32504840, 22880328]",False,,"['Vico Jugario', 'Piazza della Consolazione']",residential,,False,121.625,"LINESTRING (12.4805457 41.8908966, 12.480766 41.8909241, 12.4808677 41.8909361, 12.4819336 41.8910665, 12.4819964 41.8910667)",,,,,,
