node,lng,lat
355,12.6083862,41.9188043
356,12.4950911,41.8807688
357,12.4947768,41.8814652
358,12.4929289,41.8891593
359,12.4952738,41.8892523
360,12.4966494,41.8889954
361,12.5023137,41.8872325
362,12.497963,41.8887223
363,12.4842086,41.87765
364,12.485073,41.8781428
365,12.4836256,41.8782217
366,12.4882489,41.8835447
367,12.4830918,41.8792377
368,12.481904,41.8770568
369,12.4897922,41.8846086
370,12.4901377,41.8839269
371,12.4904507,41.8824744
372,12.4898213,41.879208
373,12.4898937,41.8787926
374,12.4931481,41.8765444
375,12.4951014,41.8793162
376,12.5033048,41.8872756
377,12.4947632,41.8877768
378,12.4951668,41.8861566
379,12.4943104,41.8878649
380,12.575353,41.9085289
381,12.5695253,41.9061573
382,12.5593297,41.9033375
383,12.5389357,41.8991798
384,12.5345397,41.9006416
385,12.5326771,41.9011343
386,12.5308811,41.9021076
387,12.5304507,41.9014508
388,12.5290824,41.9000527
389,12.5195579,41.8973877
390,12.5172249,41.899907
391,12.5173834,41.8999995
392,12.5183645,41.9019099
393,12.4976993,41.8872326
394,12.509835,41.990464
395,12.4599719,41.9818469
396,12.5274832,41.9957364
397,12.5278448,41.9994017
398,12.5255552,41.9858489
399,12.5230998,41.9848192
400,12.522139,41.9851129
401,12.5242264,41.983705
402,12.5265762,41.9823215
403,12.5249018,41.9829407
404,12.5276874,41.9818944
405,12.5284592,41.983944
406,12.5268192,41.9820534
407,12.5268647,41.9870385
408,12.5267544,41.9880347
409,12.5971145,41.8569903
410,12.5978287,41.8570219
411,12.5977577,41.8571572
412,12.5975967,41.8572469
413,12.6001429,41.8549778
414,12.5975385,41.8567302
415,12.4565404,41.9000218
416,12.4562322,41.8990992
417,12.4563147,41.8995293
418,12.4565876,41.9002164
419,12.4544308,41.8994798
420,12.4551693,41.899544
421,12.4558544,41.899314
422,12.4554955,41.8960437
423,12.4548064,41.8984693
424,12.4542526,41.8999377
425,12.4574904,41.894628
426,12.4531492,41.8980652
427,12.4547029,41.8987424
428,12.4552422,41.8977744
429,12.4583023,41.90164
430,12.4606599,41.9014559
431,12.465428,41.8956501
432,12.4665536,41.8964477
433,12.4496079,41.8965176
434,12.4487392,41.8968819
435,12.4519804,41.8948848
436,12.4509725,41.8969267
437,12.4501775,41.8959748
438,12.4564337,41.8981518
439,12.4550747,41.8977241
440,12.4613317,41.8962136
441,12.4599426,41.8986186
442,12.4610815,41.8977856
443,12.4614952,41.8976452
444,12.4603191,41.8994818
445,12.4606074,41.902301
446,12.4623087,41.8996055
447,12.461932,41.9021865
448,12.4619578,41.9015902
449,12.4607456,41.8993611
450,12.4603012,41.8991186
451,12.5062512,41.9021943
452,12.5027481,41.9041514
453,12.5056938,41.9017639
454,12.5055238,41.9027537
455,12.5062873,41.903291
456,12.5049506,41.9023712
457,12.4999828,41.908414
458,12.4992141,41.9078763
459,12.5008945,41.9034916
460,12.50466,41.9009398
461,12.5019145,41.9068441
462,12.5011761,41.9062854
463,12.5001203,41.8998347
464,12.4975681,41.9013429
465,12.4968766,41.9009055
466,12.5059992,41.8954187
467,12.5140498,41.8918726
468,12.5098093,41.8932328
469,12.5063171,41.8943652
470,12.5012328,41.8973189
471,12.4972223,41.899712
472,12.4948943,41.8971714
473,12.4978702,41.9002987
474,12.3802375,41.8837697
475,12.4185984,41.8957821
476,12.4177102,41.9355107
477,12.4199019,41.9339711
478,12.4135424,41.9309772
479,12.4238414,41.9416448
480,12.4260076,41.9408113
481,12.4259126,41.9417035
482,12.4249865,41.9412213
483,12.4251021,41.9401437
484,12.4212292,41.9326798
485,12.4245224,41.9392781
486,12.424135,41.9396711
487,12.4238637,41.9399601
488,12.42011,41.9319022
489,12.4178652,41.9296984
490,12.416634,41.9281893
491,12.4149021,41.9259581
492,12.3994709,41.9110918
493,12.4844119,41.8673631
494,12.4843759,41.8683284
495,12.4823022,41.8719855
496,12.4845276,41.8700867
497,12.487177,41.8688231
498,12.4874018,41.8698008
499,12.4844143,41.8671417
500,12.488097,41.8671169
501,12.4885069,41.8671142
502,12.490498,41.8671011
503,12.4870054,41.8673532
504,12.4852729,41.8709777
505,12.4851198,41.8711611
506,12.4847104,41.871212
507,12.4887973,41.8701249
508,12.4893417,41.8705958
509,12.489133,41.8706309
510,12.4891354,41.869543
511,12.4908517,41.8705898
512,12.4888109,41.8688969
513,12.4890198,41.8688829
514,12.4856584,41.8711398
515,12.4490559,41.917848
516,12.4497392,41.9183582
517,12.4371701,41.9360189
518,12.4177147,41.9454516
519,12.4124512,41.9558853
520,12.4123794,41.9582454
521,12.4119846,41.9594396
522,12.4095288,41.9674171
523,12.408378,41.9720134
524,12.4084987,41.9807224
525,12.4451214,41.9309645
526,12.4425846,41.9379812
527,12.4626918,41.9481106
528,12.4574246,41.9149745
529,12.4541685,41.9134737
530,12.4520317,41.9129406
531,12.4577616,41.9058949
532,12.4556712,41.9072187
533,12.4555051,41.9079091
534,12.4579386,41.9085079
535,12.4705467,41.9116245
536,12.4625439,41.9080062
537,12.4712972,41.9101827
538,12.4589638,41.9064263
539,12.4567304,41.9074656
540,12.4567831,41.9082281
541,12.4568508,41.9090795
542,12.455303,41.9087149
543,12.4684687,41.9137135
544,12.4540048,41.9141304
545,12.4525322,41.9124148
546,12.4543069,41.9128796
547,12.4563191,41.9147202
548,12.455347,41.9150004
549,12.4552012,41.9144385
550,12.4539502,41.9158861
551,12.4572584,41.9165969
552,12.4557397,41.9150986
553,12.4658864,41.9061827
554,12.4656343,41.9067286
555,12.4651049,41.9079462
556,12.4648278,41.9085687
557,12.4696856,41.9142331
558,12.4717092,41.9145727
559,12.4208017,41.8074775
560,12.4458272,41.8017634
561,12.4441084,41.8019591
562,12.4443691,41.8020614
563,12.4454793,41.8019312
564,12.4641803,41.9100511
565,12.4638323,41.9108259
566,12.466679,41.9083293
567,12.4663169,41.9089355
568,12.4658581,41.9097153
569,12.4654798,41.9103723
570,12.4651175,41.9111434
571,12.4689864,41.90658
572,12.4677667,41.9086026
573,12.4674116,41.9092051
574,12.4669618,41.9099914
575,12.4665856,41.9106457
576,12.4661295,41.9113929
577,12.468917,41.9088866
578,12.4685488,41.9095049
579,12.468099,41.9102757
580,12.4677006,41.91092
581,12.4672946,41.9116663
582,12.4671573,41.9075572
583,12.4682131,41.9078643
584,12.4694884,41.90572
585,12.4720354,41.9036431
586,12.4710835,41.9052307
587,12.4700554,41.9069423
588,12.4693245,41.9081963
589,12.4704301,41.9099603
590,12.4706494,41.9093042
591,12.4707478,41.9090858
592,12.4730476,41.9098957
593,12.4560511,41.9139505
594,12.4569209,41.9110471
595,12.4567329,41.9118025
596,12.4563054,41.9133526
597,12.4538156,41.9083424
598,12.454478,41.9085097
599,12.4488675,41.9089852
600,12.449424,41.9091137
601,12.4531744,41.9069146
602,12.4526653,41.9080562
603,12.4519723,41.9096925
604,12.4523158,41.9088258
605,12.4492189,41.9080546
606,12.4500812,41.909224
607,12.4504663,41.908373
608,12.4508049,41.9075862
609,12.4555857,41.9075488
610,12.4473451,41.9028225
611,12.4456868,41.9019795
612,12.4458787,41.9015335
613,12.44652,41.9013721
614,12.4456706,41.901916
615,12.451987,41.907093
616,12.453006,41.9073109
617,12.4531127,41.9099808
618,12.4541543,41.9075777
619,12.4543141,41.9072174
620,12.4498068,41.9120342
621,12.4515812,41.9105349
622,12.4537574,41.9101324
623,12.4533201,41.9095251
624,12.4538161,41.9099725
625,12.4534751,41.9091758
626,12.454114,41.9093292
627,12.4568892,41.9100038
628,12.4501857,41.911081
629,12.4505404,41.9102825
630,12.4509078,41.909429
631,12.4513024,41.9085783
632,12.4516276,41.9077916
633,12.4564982,41.9126419
634,12.4544785,41.9121428
635,12.4531641,41.9118235
636,12.4494506,41.9108978
637,12.4512303,41.9113385
638,12.4523727,41.9116201
639,12.4503181,41.9128328
640,12.4520788,41.9122993
641,12.4511047,41.9126038
642,12.4515841,41.9133949
643,12.4527161,41.9108148
644,12.4538807,41.9111064
645,12.4546921,41.9113072
646,12.4581592,41.9121734
647,12.4579836,41.9093632
648,12.4578931,41.9077366
649,12.45785,41.9068627
650,12.4578158,41.9065034
651,12.4587194,41.9079421
652,12.4591318,41.9096397
653,12.4594427,41.9088798
654,12.4602611,41.9067559
655,12.4602472,41.9099409
656,12.4605587,41.9091555
657,12.4608317,41.9084675
658,12.4611506,41.907663
659,12.4616344,41.9102829
660,12.4619388,41.9094969
661,12.4622124,41.9088108
662,12.4627364,41.9105551
663,12.4630763,41.9097781
664,12.4633544,41.9090948
665,12.4636915,41.9082888
666,12.4585049,41.9031537
667,12.4634192,41.9057499
668,12.463948,41.9076518
669,12.4631168,41.9065561
670,12.4647869,41.9056478
671,12.4643783,41.9066436
672,12.4641608,41.907143
673,12.4653844,41.9073121
674,12.4678607,41.9054239
675,12.4668764,41.9062153
676,12.4665762,41.9067962
677,12.4662635,41.9074337
678,12.4658909,41.9081435
679,12.4880881,41.852528
680,12.4839142,41.8546524
681,12.4906971,41.8543876
682,12.4886476,41.8559821
683,12.4879305,41.8564414
684,12.4807407,41.8578263
685,12.492914,41.8559782
686,12.4909169,41.8575866
687,12.4895268,41.8584251
688,12.4866736,41.8536401
689,12.4892679,41.8554893
690,12.4858277,41.854129
691,12.4869751,41.8553972
692,12.4809541,41.8584075
693,12.4854362,41.8581353
694,12.4942146,41.859914
695,12.489978,41.8595554
696,12.4975132,41.8637428
697,12.4947898,41.8655748
698,12.4945125,41.867057
699,12.4810594,41.797602
700,12.4820057,41.803609
701,12.453971,41.8085504
702,12.4539007,41.8079295
703,12.4569749,41.806701
704,12.4543117,41.8082795
705,12.4675431,41.8047169
706,12.4791212,41.8017376
707,12.4803892,41.8014014
708,12.4811058,41.8012075
709,12.4539861,41.8102986
710,12.4527437,41.8135878
711,12.4466933,41.8182733
712,12.444166,41.8203532
713,12.4441009,41.8205807
714,12.4530827,41.8099369
715,12.4529614,41.8103802
716,12.4501763,41.8122006
717,12.4530291,41.8129532
718,12.4524828,41.8130926
719,12.4520042,41.8129101
720,12.4462588,41.8145188
721,12.4462434,41.8148824
722,12.4491301,41.8149254
723,12.4481693,41.814363
724,12.4484476,41.8141256
725,12.4458524,41.8130346
726,12.5900239,41.7947186
727,12.5716761,41.8136431
728,12.5708744,41.8145538
729,12.5698239,41.8165411
730,12.5720526,41.8149745
731,12.5727838,41.8145902
732,12.5752323,41.8149542
733,12.4689424,41.8295108
734,12.4754432,41.9048992
735,12.4770071,41.9101157
736,12.6143709,41.9221748
737,12.5890314,41.8346655
738,12.5898146,41.8354595
739,12.5905682,41.8359643
740,12.5910446,41.8366648
741,12.5915784,41.8397403
742,12.5907505,41.8398868
743,12.5886025,41.8403376
744,12.5872076,41.8408193
745,12.586712,41.8411894
746,12.583799,41.8434634
747,12.5806568,41.8451564
748,12.5720412,41.8510029
749,12.569979,41.8524165
750,12.4149205,41.798197
751,12.4221778,41.8091248
752,12.423752,41.8102705
753,12.422909,41.810839
754,12.4215833,41.80979
755,12.4188739,41.8053767
756,12.582673,41.8436829
757,12.5898526,41.8362186
758,12.5899031,41.8368401
759,12.458515,41.8728613
760,12.4579024,41.8730571
761,12.4576084,41.8733215
762,12.4554065,41.8746407
763,12.4548327,41.8751255
764,12.4536426,41.8766488
765,12.4526658,41.8776117
766,12.4500819,41.8803294
767,12.4719672,41.9122118
768,12.4733736,41.9099814
769,12.4657137,41.8777286
770,12.4581172,41.9113409
771,12.4587316,41.9224146
772,12.5360128,41.903028
773,12.5376724,41.89911
774,12.5405536,41.897001
775,12.5407468,41.8966872
776,12.5313732,41.8965191
777,12.5760054,41.8946337
778,12.5629856,41.8950339
779,12.5378298,41.8924883
780,12.5275254,41.8914076
781,12.5169452,41.8914797
782,12.5549397,41.8941683
783,12.574099,41.8948959
784,12.5923845,41.8940375
785,12.6045209,41.893526
786,12.6056631,41.8937732
787,12.5622102,41.8948367
788,12.5632145,41.8944799
789,12.5665355,41.8946957
790,12.5734655,41.8947377
791,12.5745467,41.8945747
792,12.6145054,41.8934929
793,12.6148927,41.8939518
794,12.6154706,41.8950609
795,12.6161878,41.8932546
796,12.5153644,41.890991
797,12.5227965,41.8890137
798,12.5229103,41.8889505
799,12.5219965,41.8881112
800,12.5711381,41.857342
801,12.5694782,41.8731759
802,12.5700126,41.8739784
803,12.5721473,41.8770902
804,12.572665,41.8778647
805,12.5732242,41.879928
806,12.5738575,41.8881158
807,12.5745432,41.8916965
808,12.5748614,41.8940291
809,12.5744712,41.8940482
810,12.5749352,41.8945231
811,12.5745977,41.8950571
812,12.5745823,41.8948756
813,12.5742672,41.8924668
814,12.5724117,41.8783625
815,12.5722059,41.8777012
816,12.5696049,41.8740867
817,12.5692063,41.8735064
818,12.5675869,41.8653874
819,12.5704931,41.8535823
820,12.5696828,41.8526243
821,12.5695599,41.8525141
822,12.5708527,41.853481
823,12.5709509,41.8582147
824,12.5706942,41.8591847
825,12.5701025,41.8607533
826,12.5691869,41.8626093
827,12.5679284,41.8659249
828,12.5675004,41.8658936
829,12.5705049,41.8753464
830,12.5708593,41.8752211
831,12.5710089,41.8754391
832,12.5706631,41.8755777
833,12.5716803,41.8770315
834,12.5720004,41.8768721
835,12.5718028,41.8772163
836,12.5728421,41.8799419
837,12.5732522,41.8801232
838,12.5728621,41.880145
839,12.5733896,41.881839
840,12.5730139,41.8818668
841,12.5732701,41.8863396
842,12.5736687,41.886308
843,12.5736916,41.8865662
844,12.5732937,41.88662
845,12.5746385,41.8924466
846,12.5745995,41.8921743
847,12.5742376,41.8922074
848,12.5620022,41.8246029
849,12.5703001,41.8347859
850,12.5754233,41.8484996
851,12.5752567,41.8480741
852,12.5749499,41.8477016
853,12.5755534,41.8484166
854,12.5756992,41.8485377
855,12.5738025,41.8362887
856,12.5726686,41.8358047
857,12.5717207,41.8354039
858,12.5707917,41.8289356
859,12.4485261,41.9086265
860,12.4482411,41.9088023
861,12.4483897,41.9089886
862,12.448829,41.9093766
863,12.4489979,41.9092859
864,12.4512336,41.9137665
865,12.4496834,41.912052
866,12.4511672,41.9138423
867,12.4502037,41.9128723
868,12.4524459,41.9241321
869,12.4479617,41.9229416
870,12.4495789,41.9217671
871,12.4480062,41.92335
872,12.4516701,41.9197364
873,12.4513479,41.9191751
874,12.4508338,41.9206419
875,12.4484954,41.9215957
876,12.450802,41.9207217
877,12.4514671,41.9191143
878,12.4517895,41.9196884
879,12.4526212,41.9195325
880,12.4478839,41.9217366
881,12.454404,41.9168732
882,12.4532809,41.9159106
883,12.4563782,41.9179926
884,12.4558492,41.9180053
885,12.4543988,41.9162844
886,12.4552001,41.9163606
887,12.4554285,41.9171193
888,12.4542531,41.9206904
889,12.4561167,41.917695
890,12.4560458,41.9181202
891,12.4560051,41.9181992
892,12.4695903,41.9191722
893,12.4687376,41.9186314
894,12.4689309,41.9183211
895,12.4691949,41.9182323
896,12.4697703,41.9180524
897,12.4627802,41.915947
898,12.463737,41.9154391
899,12.4641763,41.9158658
900,12.4684638,41.9182332
901,12.4671252,41.9176581
902,12.4651713,41.9168275
903,12.4641546,41.9159338
904,12.4663025,41.916914
905,12.4628105,41.9158845
906,12.4599052,41.9153054
907,12.4583431,41.9153393
908,12.4564691,41.9159208
909,12.4561711,41.9156791
910,12.4572438,41.9151832
911,12.4583187,41.9149815
912,12.4594155,41.9149589
913,12.4630561,41.9154968
914,12.4546838,41.9214068
915,12.4544916,41.9210929
916,12.4548479,41.9209394
917,12.4537931,41.9197848
918,12.4544554,41.920252
919,12.4545843,41.9203287
920,12.4525795,41.9151319
921,12.4527508,41.9150244
922,12.4578412,41.9210377
923,12.4586,41.9240328
924,12.4582416,41.9229237
925,12.4581027,41.9229335
926,12.4559262,41.9175193
927,12.4562333,41.9178057
928,12.4584487,41.917252
929,12.4584548,41.9174068
930,12.4629068,41.9162178
931,12.4575274,41.9151086
932,12.4576345,41.9154293
933,12.4576762,41.914329
934,12.4579197,41.9137468
935,12.4612245,41.9191759
936,12.4614124,41.9191868
937,12.4609759,41.9194529
938,12.4610949,41.9192334
939,12.4594929,41.9153077
940,12.460169,41.9167492
941,12.4602365,41.9168954
942,12.4593171,41.915311
943,12.4599955,41.9167979
944,12.460057,41.916943
945,12.4604887,41.9178957
946,12.4606517,41.9178537
947,12.4570311,41.9196829
948,12.4571639,41.9196463
949,12.4565235,41.9182791
950,12.4568758,41.9183649
951,12.458254,41.9187084
952,12.4568702,41.9185116
953,12.45857,41.9189165
954,12.461485,41.9165456
955,12.4614102,41.9163911
956,12.459177,41.9153123
957,12.4590488,41.9149649
958,12.4587523,41.9136615
959,12.4609088,41.9119588
960,12.4624242,41.9143766
961,12.4623626,41.9141709
962,12.4616484,41.9133488
963,12.4615788,41.9131887
964,12.4598712,41.9126004
965,12.4600962,41.9126737
966,12.4626373,41.9135283
967,12.4630954,41.9124916
968,12.4626385,41.91435
969,12.4625559,41.914003
970,12.4613924,41.9154473
971,12.4672873,41.9212291
972,12.4666332,41.9213613
973,12.4663825,41.9208978
974,12.4668394,41.9207024
975,12.4692259,41.9189386
976,12.4685577,41.919055
977,12.4690082,41.9188074
978,12.4697481,41.9186144
979,12.4616865,41.9197231
980,12.4638393,41.9163561
981,12.466639,41.920775
982,12.4654116,41.9165206
983,12.4644045,41.9173232
984,12.4642319,41.9173964
985,12.4675347,41.9174517
986,12.4696459,41.9171211
987,12.4701891,41.9123692
988,12.4652041,41.913006
989,12.4695629,41.9147665
990,12.4691446,41.9143708
991,12.4684603,41.9143994
992,12.4684644,41.9145499
993,12.4640229,41.9155711
994,12.4648192,41.9181983
995,12.4649707,41.918134
996,12.4655908,41.9178591
997,12.4660783,41.9172141
998,12.4669864,41.9134162
999,12.4668699,41.914852
1000,12.4668757,41.9149832
1001,12.4668562,41.9162113
1002,12.4660305,41.9196126
1003,12.4659726,41.9198497
1004,12.4658708,41.919706
1005,12.4631233,41.9200318
1006,12.4656847,41.9194464
1007,12.4628365,41.9199625
1008,12.4656126,41.9193337
1009,12.4658044,41.9192975
