POI_ID
2348
9371
34394
28280
27650
27790
27274
19453
12508
14014
6836
13215
12190
14127
31038
28117
32251
7498
534
34028
9725
722
21120
31023
13287
21841
3661
21233
2141
19242
12925
30937
33725
4986
4730
6737
20764
21128
17252
5902
33490
33293
18376
23798
29472
3946
22037
27765
2508
19962
24131
7394
33963
21597
34541
10148
20025
31329
17244
14388
5164
26464
33134
112
1260
24793
29496
33772
14890
10478
31627
19382
8614
25533
10317
22985
21241
2320
3010
31442
4565
2786
11452
16519
31678
31272
9274
27881
14936
31335
32457
201
15433
27993
18917
3901
7074
17697
4779
13797
