osmid,y,x,street_count,highway,geometry
257483812,41.8982034,12.5110597,3,,POINT (12.5110597 41.8982034)
257483813,41.8986889,12.5111168,3,,POINT (12.5111168 41.8986889)
257483815,41.8974473,12.5107882,3,,POINT (12.5107882 41.8974473)
257483819,41.8972777,12.5105633,3,,POINT (12.5105633 41.8972777)
257485289,41.9009833,12.512404,3,,POINT (12.512404 41.9009833)
257485302,41.9011186,12.512434,3,,POINT (12.512434 41.9011186)
257485303,41.9027388,12.5115696,3,,POINT (12.5115696 41.9027388)
257485305,41.9005927,12.5085955,3,,POINT (12.5085955 41.9005927)
257485306,41.9008047,12.5099187,3,,POINT (12.5099187 41.9008047)
257485307,41.8992319,12.5108722,3,,POINT (12.5108722 41.8992319)
257485308,41.9008202,12.5100162,3,,POINT (12.5100162 41.9008202)
257485310,41.8992666,12.5109634,3,,POINT (12.5109634 41.8992666)
257485313,41.9003156,12.5102119,3,,POINT (12.5102119 41.9003156)
257485315,41.8998922,12.5090185,3,,POINT (12.5090185 41.8998922)
257485319,41.8993741,12.5093387,3,,POINT (12.5093387 41.8993741)
257485320,41.8997996,12.5105227,3,,POINT (12.5105227 41.8997996)
257485321,41.9010389,12.5114008,3,,POINT (12.5114008 41.9010389)
257485486,41.9027036,12.5114408,3,,POINT (12.5114408 41.9027036)
257485922,41.8992877,12.512623,3,,POINT (12.512623 41.8992877)
257491290,41.9167991,12.4919208,3,,POINT (12.4919208 41.9167991)
257491322,41.9154684,12.4941296,5,,POINT (12.4941296 41.9154684)
257492473,41.9187851,12.4906198,3,,POINT (12.4906198 41.9187851)
257492474,41.9175753,12.4927166,3,,POINT (12.4927166 41.9175753)
257492488,41.9171719,12.4933855,3,,POINT (12.4933855 41.9171719)
257492719,41.9146881,12.4954772,4,,POINT (12.4954772 41.9146881)
257492846,41.9159167,12.496998,4,,POINT (12.496998 41.9159167)
257492847,41.9169611,12.4985207,4,,POINT (12.4985207 41.9169611)
257492851,41.9135463,12.4964745,3,,POINT (12.4964745 41.9135463)
257492852,41.9123017,12.4967757,3,,POINT (12.4967757 41.9123017)
257492853,41.9138769,12.4946883,3,,POINT (12.4946883 41.9138769)
257493440,41.9133391,12.4931939,3,,POINT (12.4931939 41.9133391)
257495560,41.9158266,12.483712,3,,POINT (12.483712 41.9158266)
257495590,41.9155388,12.4839245,3,,POINT (12.4839245 41.9155388)
257668655,41.8907833,12.4977615,3,,POINT (12.4977615 41.8907833)
257668661,41.8904444,12.4986438,1,,POINT (12.4986438 41.8904444)
257668664,41.8915759,12.4990869,3,,POINT (12.4990869 41.8915759)
257668665,41.8909061,12.4998349,3,,POINT (12.4998349 41.8909061)
257750235,41.8993773,12.5070896,3,,POINT (12.5070896 41.8993773)
257751155,41.8979152,12.5094974,4,,POINT (12.5094974 41.8979152)
257751158,41.8986939,12.5093881,3,crossing,POINT (12.5093881 41.8986939)
257752683,41.8984274,12.5092787,4,,POINT (12.5092787 41.8984274)
257752686,41.8986079,12.5092882,4,,POINT (12.5092882 41.8986079)
257904933,41.9102277,12.5000216,3,,POINT (12.5000216 41.9102277)
257904934,41.9097536,12.5009242,4,,POINT (12.5009242 41.9097536)
257904937,41.9122275,12.4924502,4,,POINT (12.4924502 41.9122275)
257906427,41.9094407,12.5011641,3,,POINT (12.5011641 41.9094407)
257906445,41.9088181,12.5023365,3,,POINT (12.5023365 41.9088181)
257906447,41.908492,12.5029309,3,,POINT (12.5029309 41.908492)
257906450,41.9083012,12.5043528,4,,POINT (12.5043528 41.9083012)
257906451,41.9083453,12.5047374,3,,POINT (12.5047374 41.9083453)
257906454,41.909239,12.5081786,5,,POINT (12.5081786 41.909239)
257908478,41.9092854,12.5015871,4,,POINT (12.5015871 41.9092854)
257908482,41.9083314,12.5028333,3,,POINT (12.5028333 41.9083314)
257908485,41.9081055,12.5039252,3,,POINT (12.5039252 41.9081055)
257908491,41.9091625,12.5082158,5,,POINT (12.5082158 41.9091625)
257915756,41.9046819,12.4859016,4,,POINT (12.4859016 41.9046819)
258277649,41.8969079,12.4985035,4,,POINT (12.4985035 41.8969079)
258277660,41.8970208,12.4995863,3,,POINT (12.4995863 41.8970208)
258277664,41.8968815,12.4994219,3,,POINT (12.4994219 41.8968815)
258994155,41.9039349,12.5040652,4,,POINT (12.5040652 41.9039349)
258995174,41.903762,12.5098355,4,,POINT (12.5098355 41.903762)
258995175,41.9040116,12.5096983,3,,POINT (12.5096983 41.9040116)
258995176,41.9038867,12.5092921,3,,POINT (12.5092921 41.9038867)
258995177,41.9036371,12.5094356,4,,POINT (12.5094356 41.9036371)
258995179,41.9046502,12.5088527,1,,POINT (12.5088527 41.9046502)
258995182,41.9036584,12.5098907,3,,POINT (12.5098907 41.9036584)
258995183,41.9035311,12.5095019,3,,POINT (12.5095019 41.9035311)
258995597,41.9019919,12.502976,3,traffic_signals,POINT (12.502976 41.9019919)
258995599,41.9043444,12.5063942,3,,POINT (12.5063942 41.9043444)
258995600,41.9038261,12.5056361,4,,POINT (12.5056361 41.9038261)
258995602,41.9032934,12.5048654,4,,POINT (12.5048654 41.9032934)
258995603,41.9028948,12.5042998,4,,POINT (12.5042998 41.9028948)
259028890,41.9021902,12.5186887,3,,POINT (12.5186887 41.9021902)
259029410,41.9019544,12.5191116,3,,POINT (12.5191116 41.9019544)
259198909,41.9104357,12.4982219,5,traffic_signals,POINT (12.4982219 41.9104357)
259198914,41.9110489,12.4980834,5,,POINT (12.4980834 41.9110489)
259198993,41.9113393,12.5011404,3,,POINT (12.5011404 41.9113393)
259199103,41.9115835,12.5015024,3,,POINT (12.5015024 41.9115835)
259199106,41.9109139,12.5016388,3,,POINT (12.5016388 41.9109139)
259199182,41.9113958,12.5017606,3,,POINT (12.5017606 41.9113958)
259199183,41.9137682,12.5055049,4,,POINT (12.5055049 41.9137682)
259199417,41.9115335,12.498691,3,,POINT (12.498691 41.9115335)
259199418,41.9117319,12.4987729,4,,POINT (12.4987729 41.9117319)
259199421,41.9129112,12.501288,4,,POINT (12.501288 41.9129112)
259199425,41.9146286,12.5044334,4,,POINT (12.5044334 41.9146286)
259200029,41.9042534,12.4944221,3,,POINT (12.4944221 41.9042534)
259275969,41.9188567,12.4729901,4,,POINT (12.4729901 41.9188567)
259278376,41.9202468,12.472371,3,,POINT (12.472371 41.9202468)
259280515,41.9188647,12.4723271,3,,POINT (12.4723271 41.9188647)
259282253,41.9189599,12.4761114,3,,POINT (12.4761114 41.9189599)
259282256,41.9186315,12.4772201,3,,POINT (12.4772201 41.9186315)
259282269,41.9161551,12.482599,3,,POINT (12.482599 41.9161551)
259282278,41.9179267,12.4842584,3,,POINT (12.4842584 41.9179267)
259282290,41.9197248,12.4872598,3,,POINT (12.4872598 41.9197248)
259282778,41.9190487,12.4747578,3,,POINT (12.4747578 41.9190487)
259282977,41.919316,12.475934,3,,POINT (12.475934 41.919316)
259282984,41.9190391,12.4778566,3,,POINT (12.4778566 41.9190391)
259282989,41.9203746,12.4798658,3,,POINT (12.4798658 41.9203746)
259283339,41.9203043,12.4800324,3,,POINT (12.4800324 41.9203043)
259283342,41.9206702,12.480532,3,,POINT (12.480532 41.9206702)
259283347,41.9204882,12.4797316,3,,POINT (12.4797316 41.9204882)
259285913,41.9195093,12.4789361,4,,POINT (12.4789361 41.9195093)
259286257,41.9168337,12.4810967,4,,POINT (12.4810967 41.9168337)
259299770,41.9192546,12.4822861,3,,POINT (12.4822861 41.9192546)
259300311,41.9193988,12.4822001,3,,POINT (12.4822001 41.9193988)
259320674,41.9090831,12.4866906,3,,POINT (12.4866906 41.9090831)
259321398,41.9099549,12.4890595,3,,POINT (12.4890595 41.9099549)
259327900,41.91816,12.500251,4,,POINT (12.500251 41.91816)
259329626,41.9183396,12.5005297,4,,POINT (12.5005297 41.9183396)
259329788,41.9183564,12.4999953,3,,POINT (12.4999953 41.9183564)
259329811,41.9179528,12.5005106,3,,POINT (12.5005106 41.9179528)
259330153,41.9182816,12.4998711,3,,POINT (12.4998711 41.9182816)
259330220,41.917878,12.4998403,4,,POINT (12.4998403 41.917878)
259330583,41.9180747,12.5001258,4,,POINT (12.5001258 41.9180747)
259330866,41.91786,12.5003998,3,,POINT (12.5003998 41.91786)
259331958,41.915794,12.5029912,4,,POINT (12.5029912 41.915794)
259332542,41.9136054,12.5009247,3,,POINT (12.5009247 41.9136054)
259332549,41.9129047,12.498561,3,,POINT (12.498561 41.9129047)
259332553,41.9128258,12.4977153,4,traffic_signals,POINT (12.4977153 41.9128258)
259357394,41.9199603,12.511024,4,,POINT (12.511024 41.9199603)
259357400,41.91853,12.5146307,4,,POINT (12.5146307 41.91853)
259357706,41.9185845,12.5147235,4,,POINT (12.5147235 41.9185845)
259357708,41.9189721,12.5137833,4,,POINT (12.5137833 41.9189721)
259357710,41.9193323,12.5129223,3,,POINT (12.5129223 41.9193323)
259357711,41.9195582,12.5123864,4,,POINT (12.5123864 41.9195582)
259357714,41.9198489,12.5115753,3,,POINT (12.5115753 41.9198489)
259357716,41.920016,12.5110692,3,,POINT (12.5110692 41.920016)
259359753,41.917253,12.5062532,3,,POINT (12.5062532 41.917253)
259359757,41.9175902,12.5074445,3,,POINT (12.5074445 41.9175902)
259360129,41.9176403,12.5078385,3,,POINT (12.5078385 41.9176403)
259360131,41.9177711,12.5076162,3,,POINT (12.5076162 41.9177711)
259360951,41.9197559,12.5083857,3,,POINT (12.5083857 41.9197559)
259361079,41.9190832,12.5093341,3,,POINT (12.5093341 41.9190832)
259361082,41.9185575,12.5101414,4,,POINT (12.5101414 41.9185575)
259362291,41.9189945,12.5103863,3,,POINT (12.5103863 41.9189945)
259363831,41.9154241,12.5080709,3,,POINT (12.5080709 41.9154241)
259364287,41.9174763,12.5076729,3,,POINT (12.5076729 41.9174763)
259364704,41.9151535,12.5076679,3,,POINT (12.5076679 41.9151535)
259364964,41.9183925,12.5074891,3,,POINT (12.5074891 41.9183925)
259365482,41.9189735,12.5082399,3,,POINT (12.5082399 41.9189735)
259566412,41.9206224,12.5138033,3,,POINT (12.5138033 41.9206224)
259566413,41.9203267,12.5143818,3,,POINT (12.5143818 41.9203267)
259607456,41.9200762,12.4991231,3,,POINT (12.4991231 41.9200762)
259607698,41.9206183,12.4971713,3,,POINT (12.4971713 41.9206183)
259655876,41.911003,12.4772496,3,,POINT (12.4772496 41.911003)
259660087,41.9182702,12.5199916,5,traffic_signals,POINT (12.5199916 41.9182702)
259664636,41.9153453,12.5203778,4,traffic_signals,POINT (12.5203778 41.9153453)
259664729,41.9132603,12.5205227,3,,POINT (12.5205227 41.9132603)
259664879,41.9132652,12.5197804,3,,POINT (12.5197804 41.9132652)
259664882,41.9133196,12.5204266,3,,POINT (12.5204266 41.9133196)
259664951,41.9137476,12.5159325,4,traffic_signals,POINT (12.5159325 41.9137476)
259665024,41.9116157,12.5168841,4,,POINT (12.5168841 41.9116157)
259665025,41.9113122,12.5165698,3,,POINT (12.5165698 41.9113122)
259665117,41.9108566,12.5160322,3,,POINT (12.5160322 41.9108566)
259665318,41.9107251,12.5160073,5,,POINT (12.5160073 41.9107251)
259666231,41.9142973,12.5205064,3,,POINT (12.5205064 41.9142973)
259666564,41.9056173,12.5158787,4,,POINT (12.5158787 41.9056173)
259666567,41.9062564,12.5166862,4,,POINT (12.5166862 41.9062564)
259666582,41.9057326,12.5157365,4,,POINT (12.5157365 41.9057326)
259666865,41.9087229,12.5198656,4,,POINT (12.5198656 41.9087229)
259666866,41.9082086,12.5190838,4,,POINT (12.5190838 41.9082086)
259666868,41.9071211,12.5176223,4,,POINT (12.5176223 41.9071211)
259669454,41.9044621,12.5031789,3,,POINT (12.5031789 41.9044621)
259669460,41.9040442,12.5018165,3,,POINT (12.5018165 41.9040442)
259669461,41.9039563,12.5019376,3,,POINT (12.5019376 41.9039563)
259669462,41.9038831,12.5021495,3,,POINT (12.5021495 41.9038831)
259869643,41.8901428,12.5085142,3,,POINT (12.5085142 41.8901428)
259869644,41.8893912,12.5088218,3,,POINT (12.5088218 41.8893912)
261267584,41.908276,12.4821033,3,,POINT (12.4821033 41.908276)
261645952,41.8877104,12.5109928,4,,POINT (12.5109928 41.8877104)
261645958,41.8873078,12.5111823,3,,POINT (12.5111823 41.8873078)
261645959,41.887895,12.5099833,3,,POINT (12.5099833 41.887895)
261645962,41.8870972,12.510375,3,,POINT (12.510375 41.8870972)
261645965,41.8875073,12.5101846,4,,POINT (12.5101846 41.8875073)
261646250,41.8879236,12.5117577,3,,POINT (12.5117577 41.8879236)
261646251,41.8875248,12.511961,3,,POINT (12.511961 41.8875248)
261646252,41.8877292,12.5127039,3,,POINT (12.5127039 41.8877292)
261648716,41.8888213,12.5146786,4,,POINT (12.5146786 41.8888213)
261648717,41.889563,12.5133484,4,,POINT (12.5133484 41.889563)
261648725,41.8879865,12.5142404,4,,POINT (12.5142404 41.8879865)
261719493,41.8877985,12.5180632,4,,POINT (12.5180632 41.8877985)
261719494,41.8884174,12.5186263,3,,POINT (12.5186263 41.8884174)
261719505,41.8869484,12.515173,4,,POINT (12.515173 41.8869484)
261721500,41.9180982,12.5194186,4,,POINT (12.5194186 41.9180982)
261721541,41.9165053,12.5173989,4,,POINT (12.5173989 41.9165053)
261721573,41.9168928,12.5179153,3,,POINT (12.5179153 41.9168928)
261721675,41.9163531,12.5175869,3,,POINT (12.5175869 41.9163531)
261721686,41.9120734,12.514915,4,,POINT (12.514915 41.9120734)
261721800,41.9147868,12.5138008,3,,POINT (12.5138008 41.9147868)
261721801,41.9152021,12.5129976,3,,POINT (12.5129976 41.9152021)
261721880,41.9159806,12.5160766,3,,POINT (12.5160766 41.9159806)
261721881,41.9158001,12.5152631,3,,POINT (12.5152631 41.9158001)
261722074,41.9156473,12.517132,4,,POINT (12.517132 41.9156473)
261724082,41.9178503,12.5091573,4,,POINT (12.5091573 41.9178503)
261724920,41.9170446,12.5051411,3,,POINT (12.5051411 41.9170446)
261724921,41.9168295,12.5052546,3,,POINT (12.5052546 41.9168295)
261725484,41.9147055,12.5045293,4,,POINT (12.5045293 41.9147055)
261725842,41.9174287,12.5024368,4,,POINT (12.5024368 41.9174287)
261725987,41.9180283,12.5041543,3,,POINT (12.5041543 41.9180283)
261725988,41.9181785,12.504124,3,,POINT (12.504124 41.9181785)
261726196,41.9180667,12.5038635,3,,POINT (12.5038635 41.9180667)
261726198,41.9179369,12.5033459,3,,POINT (12.5033459 41.9179369)
261726344,41.9192164,12.5017857,4,,POINT (12.5017857 41.9192164)
261726475,41.9186276,12.5009436,4,,POINT (12.5009436 41.9186276)
261726481,41.9186915,12.5010354,3,,POINT (12.5010354 41.9186915)
261726495,41.9176793,12.50083,4,,POINT (12.50083 41.9176793)
261726564,41.9181555,12.5015432,4,,POINT (12.5015432 41.9181555)
261726588,41.920034,12.4992197,3,,POINT (12.4992197 41.920034)
261726603,41.9192604,12.5001564,4,,POINT (12.5001564 41.9192604)
261726937,41.9163851,12.4947687,4,,POINT (12.4947687 41.9163851)
261730834,41.9201292,12.4975638,3,,POINT (12.4975638 41.9201292)
261730900,41.9197023,12.4969519,4,,POINT (12.4969519 41.9197023)
261731027,41.9206679,12.4957601,3,,POINT (12.4957601 41.9206679)
261731858,41.9163721,12.4951477,3,,POINT (12.4951477 41.9163721)
261731867,41.9159258,12.4946063,3,,POINT (12.4946063 41.9159258)
261731990,41.8938947,12.5073993,3,,POINT (12.5073993 41.8938947)
261731991,41.8935172,12.5085609,3,,POINT (12.5085609 41.8935172)
261731992,41.8933489,12.5090863,3,,POINT (12.5090863 41.8933489)
261731994,41.893146,12.5097218,4,,POINT (12.5097218 41.893146)
261732454,41.9201915,12.4923633,3,,POINT (12.4923633 41.9201915)
261732806,41.9186452,12.4931724,4,,POINT (12.4931724 41.9186452)
261732835,41.9187556,12.4934623,3,,POINT (12.4934623 41.9187556)
261732848,41.9177299,12.4951863,4,,POINT (12.4951863 41.9177299)
261732914,41.9173126,12.4937146,3,,POINT (12.4937146 41.9173126)
261733012,41.9151415,12.4946627,3,,POINT (12.4946627 41.9151415)
261733119,41.9154742,12.4949361,3,,POINT (12.4949361 41.9154742)
261733181,41.9150192,12.4957889,3,,POINT (12.4957889 41.9150192)
261733719,41.9181129,12.4918103,4,,POINT (12.4918103 41.9181129)
261761721,41.8957121,12.4988995,3,,POINT (12.4988995 41.8957121)
261761722,41.8958621,12.499753,3,,POINT (12.499753 41.8958621)
261761724,41.8950273,12.4991528,4,,POINT (12.4991528 41.8950273)
261762869,41.8964466,12.4988648,3,,POINT (12.4988648 41.8964466)
261762870,41.8958386,12.4993539,3,,POINT (12.4993539 41.8958386)
261764693,41.8949144,12.5014841,3,,POINT (12.5014841 41.8949144)
261764695,41.8957885,12.5021647,3,,POINT (12.5021647 41.8957885)
261764697,41.8965118,12.5008891,3,,POINT (12.5008891 41.8965118)
261765773,41.8958575,12.4968224,3,,POINT (12.4968224 41.8958575)
261852296,41.9036279,12.4764432,5,,POINT (12.4764432 41.9036279)
261863449,41.9034653,12.482659,3,,POINT (12.482659 41.9034653)
261863989,41.9039,12.4799884,1,,POINT (12.4799884 41.9039)
261864876,41.9033789,12.4802046,3,,POINT (12.4802046 41.9033789)
261870185,41.9027474,12.4893182,3,,POINT (12.4893182 41.9027474)
261870618,41.9022577,12.4863094,3,,POINT (12.4863094 41.9022577)
261875340,41.9046862,12.4936742,3,,POINT (12.4936742 41.9046862)
261875418,41.9049775,12.4935729,3,,POINT (12.4935729 41.9049775)
261875473,41.9048505,12.4934402,3,,POINT (12.4934402 41.9048505)
261950845,41.9051201,12.4858912,3,,POINT (12.4858912 41.9051201)
261952006,41.9073689,12.4898985,4,,POINT (12.4898985 41.9073689)
261954949,41.9071083,12.4805476,3,,POINT (12.4805476 41.9071083)
261960930,41.9094403,12.4739138,3,,POINT (12.4739138 41.9094403)
261961776,41.9097917,12.476213,3,,POINT (12.476213 41.9097917)
261962079,41.9075953,12.4747708,3,,POINT (12.4747708 41.9075953)
261962571,41.9100923,12.4733232,3,,POINT (12.4733232 41.9100923)
261963300,41.9128573,12.4722357,3,,POINT (12.4722357 41.9128573)
261963301,41.9130587,12.4723254,4,traffic_signals,POINT (12.4723254 41.9130587)
264896592,41.885266,12.4826646,1,,POINT (12.4826646 41.885266)
264896612,41.88565,12.4842839,4,,POINT (12.4842839 41.88565)
264896614,41.8853053,12.4845136,3,,POINT (12.4845136 41.8853053)
264896615,41.8852346,12.484824,3,give_way,POINT (12.484824 41.8852346)
264896616,41.8857723,12.4844212,3,,POINT (12.4844212 41.8857723)
264896618,41.8854046,12.4850473,3,,POINT (12.4850473 41.8854046)
264896619,41.8852721,12.484896,4,,POINT (12.484896 41.8852721)
265550115,41.8897802,12.5013485,1,,POINT (12.5013485 41.8897802)
265550119,41.8893683,12.5009426,3,,POINT (12.5009426 41.8893683)
265550120,41.8899545,12.4977872,3,,POINT (12.4977872 41.8899545)
265550122,41.8901486,12.4985057,3,,POINT (12.4985057 41.8901486)
265747975,41.8909694,12.5161516,3,,POINT (12.5161516 41.8909694)
265747976,41.8908578,12.5160511,3,,POINT (12.5160511 41.8908578)
266008000,41.8852916,12.4824106,4,,POINT (12.4824106 41.8852916)
266318885,41.893258,12.4898834,4,,POINT (12.4898834 41.893258)
266320637,41.8916117,12.5005227,4,,POINT (12.5005227 41.8916117)
266320639,41.8910855,12.5016889,3,,POINT (12.5016889 41.8910855)
266492115,41.8885573,12.5087731,1,,POINT (12.5087731 41.8885573)
267108238,41.8853172,12.4956102,3,,POINT (12.4956102 41.8853172)
267187664,41.8876228,12.5144626,2,,POINT (12.5144626 41.8876228)
267350289,41.8916204,12.5141052,3,,POINT (12.5141052 41.8916204)
267586178,41.8966681,12.5202141,3,,POINT (12.5202141 41.8966681)
267941856,41.9121665,12.5029981,4,,POINT (12.5029981 41.9121665)
267941857,41.9111941,12.5041768,4,,POINT (12.5041768 41.9111941)
269022663,41.9033907,12.4927683,3,,POINT (12.4927683 41.9033907)
269277049,41.8851127,12.488823,3,,POINT (12.488823 41.8851127)
269277052,41.8852988,12.4892994,3,,POINT (12.4892994 41.8852988)
269277319,41.8849727,12.4894102,3,,POINT (12.4894102 41.8849727)
270193651,41.9107246,12.506336,4,,POINT (12.506336 41.9107246)
270197928,41.9008932,12.5080435,3,,POINT (12.5080435 41.9008932)
270197929,41.9020334,12.5117562,3,,POINT (12.5117562 41.9020334)
270199973,41.9092577,12.5086136,3,,POINT (12.5086136 41.9092577)
270199974,41.9097643,12.5104893,4,,POINT (12.5104893 41.9097643)
270199975,41.9105225,12.513284,3,,POINT (12.513284 41.9105225)
270199976,41.9107229,12.513977,3,,POINT (12.513977 41.9107229)
270199979,41.9098126,12.5106536,4,,POINT (12.5106536 41.9098126)
270199980,41.9098491,12.5103846,4,,POINT (12.5103846 41.9098491)
270199981,41.9106568,12.5132119,3,,POINT (12.5132119 41.9106568)
270199983,41.9109706,12.5151454,3,,POINT (12.5151454 41.9109706)
270200193,41.909484,12.5063841,3,,POINT (12.5063841 41.909484)
270200201,41.9085,12.5046521,3,,POINT (12.5046521 41.9085)
270200206,41.9097644,12.507303,3,,POINT (12.507303 41.9097644)
270200512,41.9089032,12.5115759,4,,POINT (12.5115759 41.9089032)
270200517,41.9087322,12.5117791,4,,POINT (12.5117791 41.9087322)
270200520,41.9087301,12.5115295,3,,POINT (12.5115295 41.9087301)
270200521,41.9090514,12.5086907,4,,POINT (12.5086907 41.9090514)
270319807,41.9031393,12.5029116,4,,POINT (12.5029116 41.9031393)
270319808,41.9019689,12.5043781,3,,POINT (12.5043781 41.9019689)
270319809,41.9025046,12.5037243,4,,POINT (12.5037243 41.9025046)
270319810,41.9035388,12.5035065,4,,POINT (12.5035065 41.9035388)
270319811,41.9025589,12.5020766,3,,POINT (12.5020766 41.9025589)
270320062,41.9072945,12.5013658,3,,POINT (12.5013658 41.9072945)
270320063,41.9067578,12.5005818,4,traffic_signals,POINT (12.5005818 41.9067578)
270321028,41.9045863,12.5022187,3,,POINT (12.5022187 41.9045863)
270321029,41.905874,12.5006018,4,,POINT (12.5006018 41.905874)
270321031,41.9063613,12.4999886,4,traffic_signals,POINT (12.4999886 41.9063613)
270323571,41.8972369,12.5011626,3,,POINT (12.5011626 41.8972369)
270323573,41.896582,12.5022576,4,,POINT (12.5022576 41.896582)
270323582,41.9033771,12.5010252,4,,POINT (12.5010252 41.9033771)
270323584,41.9048557,12.5027954,3,,POINT (12.5027954 41.9048557)
270323993,41.9061245,12.5028018,4,,POINT (12.5028018 41.9061245)
270323994,41.9055951,12.5020383,4,,POINT (12.5020383 41.9055951)
270323995,41.905198,12.5014601,4,,POINT (12.5014601 41.905198)
270324002,41.9047905,12.500876,3,,POINT (12.500876 41.9047905)
270325411,41.9007525,12.4997363,3,,POINT (12.4997363 41.9007525)
270325624,41.9017491,12.4980179,4,,POINT (12.4980179 41.9017491)
270327828,41.9033668,12.4957231,3,,POINT (12.4957231 41.9033668)
270327830,41.9033889,12.4954403,3,,POINT (12.4954403 41.9033889)
270327832,41.9036085,12.4951873,3,,POINT (12.4951873 41.9036085)
270522053,41.8963794,12.5107335,3,,POINT (12.5107335 41.8963794)
270542173,41.8933944,12.5147566,3,,POINT (12.5147566 41.8933944)
270545256,41.8941546,12.5170889,3,,POINT (12.5170889 41.8941546)
270545258,41.8936509,12.516326,3,,POINT (12.516326 41.8936509)
270545260,41.8935511,12.516547,3,,POINT (12.516547 41.8935511)
270566684,41.9047552,12.5030878,3,,POINT (12.5030878 41.9047552)
270566686,41.9052379,12.503899,4,,POINT (12.503899 41.9052379)
276549264,41.9081456,12.5036174,3,,POINT (12.5036174 41.9081456)
276549444,41.8997446,12.5123565,4,,POINT (12.5123565 41.8997446)
276549462,41.899842,12.5141143,3,,POINT (12.5141143 41.899842)
276549463,41.9003042,12.5150029,3,,POINT (12.5150029 41.9003042)
276549464,41.9006462,12.5147044,3,,POINT (12.5147044 41.9006462)
276549465,41.9006357,12.5133111,3,,POINT (12.5133111 41.9006357)
276549467,41.9007356,12.5146016,1,,POINT (12.5146016 41.9007356)
276549493,41.9016805,12.5188919,3,,POINT (12.5188919 41.9016805)
277675789,41.9149796,12.4736751,3,,POINT (12.4736751 41.9149796)
277675792,41.9114668,12.4752015,3,,POINT (12.4752015 41.9114668)
277975679,41.9147866,12.4727746,3,,POINT (12.4727746 41.9147866)
278880000,41.9140823,12.4730528,4,,POINT (12.4730528 41.9140823)
278938842,41.9101585,12.4741379,3,,POINT (12.4741379 41.9101585)
279123232,41.9115337,12.4750567,4,,POINT (12.4750567 41.9115337)
279123692,41.9113118,12.4741881,3,,POINT (12.4741881 41.9113118)
279123911,41.911014,12.4731455,3,,POINT (12.4731455 41.911014)
279143970,41.8977128,12.4797629,2,,POINT (12.4797629 41.8977128)
279369327,41.8977699,12.4802874,2,,POINT (12.4802874 41.8977699)
279373867,41.9001389,12.4785519,1,,POINT (12.4785519 41.9001389)
279699910,41.9132977,12.4733499,4,,POINT (12.4733499 41.9132977)
279743837,41.900101,12.4748126,1,,POINT (12.4748126 41.900101)
279743838,41.9005365,12.4748747,3,,POINT (12.4748747 41.9005365)
279746059,41.90315,12.4751761,4,,POINT (12.4751761 41.90315)
279746146,41.9014795,12.4762273,3,,POINT (12.4762273 41.9014795)
279746150,41.9029284,12.4751466,3,,POINT (12.4751466 41.9029284)
279746427,41.9016671,12.4749669,4,,POINT (12.4749669 41.9016671)
279746708,41.9025071,12.4777506,3,crossing,POINT (12.4777506 41.9025071)
279746939,41.9032207,12.4766996,3,,POINT (12.4766996 41.9032207)
280135454,41.9189911,12.4902086,3,,POINT (12.4902086 41.9189911)
280135545,41.916287,12.4819127,3,,POINT (12.4819127 41.916287)
280135546,41.9164284,12.4819994,3,,POINT (12.4819994 41.9164284)
280135552,41.9105637,12.5129357,3,,POINT (12.5129357 41.9105637)
280135553,41.9104594,12.5129829,3,,POINT (12.5129829 41.9104594)
280135555,41.9104342,12.5131955,3,,POINT (12.5131955 41.9104342)
280135557,41.9106283,12.5129703,3,,POINT (12.5129703 41.9106283)
280135559,41.9108704,12.5140201,4,,POINT (12.5140201 41.9108704)
280135560,41.9107808,12.5163278,4,,POINT (12.5163278 41.9107808)
280493178,41.9018085,12.4739162,1,,POINT (12.4739162 41.9018085)
281042895,41.898957,12.4837036,3,crossing,POINT (12.4837036 41.898957)
281042896,41.8987142,12.4837698,3,,POINT (12.4837698 41.8987142)
281043577,41.8986025,12.483157,3,,POINT (12.483157 41.8986025)
281043759,41.8993656,12.4822283,1,,POINT (12.4822283 41.8993656)
281043897,41.9001849,12.4825781,3,,POINT (12.4825781 41.9001849)
281045225,41.9023863,12.4861439,3,crossing,POINT (12.4861439 41.9023863)
281046338,41.8977056,12.476415,4,,POINT (12.476415 41.8977056)
281046403,41.8962493,12.4760299,3,,POINT (12.4760299 41.8962493)
289878493,41.913832,12.5056133,4,,POINT (12.5056133 41.913832)
289878495,41.9145144,12.5066591,4,,POINT (12.5066591 41.9145144)
289878496,41.9135945,12.5077966,3,,POINT (12.5077966 41.9135945)
291628722,41.9094213,12.5177033,4,,POINT (12.5177033 41.9094213)
291629191,41.9091528,12.5187435,4,,POINT (12.5187435 41.9091528)
291629378,41.9089365,12.519621,3,,POINT (12.519621 41.9089365)
291629593,41.9096819,12.519981,3,,POINT (12.519981 41.9096819)
291629739,41.908646,12.5185046,3,,POINT (12.5185046 41.908646)
291629951,41.9089597,12.517515,3,,POINT (12.517515 41.9089597)
291630673,41.9099141,12.5191015,4,,POINT (12.5191015 41.9099141)
291631392,41.9101911,12.5180823,4,,POINT (12.5180823 41.9101911)
291631526,41.9075873,12.515031,3,,POINT (12.515031 41.9075873)
291631675,41.9083617,12.5176688,4,,POINT (12.5176688 41.9083617)
