osmid,y,x,street_count,highway,ref,geometry
294170217,41.8805083,12.5069529,3,,,POINT (12.5069529 41.8805083)
294170218,41.8796859,12.506779,3,,,POINT (12.506779 41.8796859)
294170297,41.9510229,12.4812146,3,,,POINT (12.4812146 41.9510229)
294170299,41.9509205,12.4803776,3,,,POINT (12.4803776 41.9509205)
294170308,41.9477708,12.4752941,3,,,POINT (12.4752941 41.9477708)
294170346,41.9512746,12.4838188,3,,,POINT (12.4838188 41.9512746)
294170380,41.9510302,12.4829246,3,,,POINT (12.4829246 41.9510302)
294170400,41.9509935,12.4862633,3,,,POINT (12.4862633 41.9509935)
294170401,41.950891,12.4864127,3,,,POINT (12.4864127 41.950891)
294170403,41.950691,12.4862453,3,,,POINT (12.4862453 41.950691)
294170481,41.9508955,12.4860203,3,,,POINT (12.4860203 41.9508955)
294170543,41.9507588,12.4851615,3,,,POINT (12.4851615 41.9507588)
294170545,41.9509369,12.4848275,3,,,POINT (12.4848275 41.9509369)
294170590,41.9511753,12.4860644,3,,,POINT (12.4860644 41.9511753)
294170832,41.9543289,12.4843778,3,,,POINT (12.4843778 41.9543289)
294170834,41.9536813,12.48428,3,,,POINT (12.48428 41.9536813)
294446089,41.9323565,12.4199126,3,,,POINT (12.4199126 41.9323565)
294446186,41.9324371,12.4183268,3,,,POINT (12.4183268 41.9324371)
294446187,41.9325099,12.4178031,1,,,POINT (12.4178031 41.9325099)
294446976,41.9323009,12.4191145,3,,,POINT (12.4191145 41.9323009)
294447076,41.9333495,12.4186699,3,,,POINT (12.4186699 41.9333495)
294447501,41.9333767,12.4194616,3,,,POINT (12.4194616 41.9333767)
294447932,41.9317873,12.4205916,2,,,POINT (12.4205916 41.9317873)
294448871,41.935048,12.4177001,1,,,POINT (12.4177001 41.935048)
294449126,41.9346503,12.4172894,3,,,POINT (12.4172894 41.9346503)
294449127,41.9340381,12.4181408,3,,,POINT (12.4181408 41.9340381)
294449129,41.932554,12.4152803,1,,,POINT (12.4152803 41.932554)
294449301,41.9340003,12.4166245,3,,,POINT (12.4166245 41.9340003)
294449302,41.9335224,12.4173062,3,,,POINT (12.4173062 41.9335224)
294449493,41.9333868,12.4159539,3,,,POINT (12.4159539 41.9333868)
294449494,41.9330238,12.4164652,3,,,POINT (12.4164652 41.9330238)
294451046,41.9344434,12.421838,3,,,POINT (12.421838 41.9344434)
294451048,41.9362446,12.4238752,1,,,POINT (12.4238752 41.9362446)
294451354,41.9348243,12.4222646,3,,,POINT (12.4222646 41.9348243)
294452342,41.936338,12.4225872,3,,,POINT (12.4225872 41.936338)
294452956,41.9366755,12.4232141,3,,,POINT (12.4232141 41.9366755)
294452958,41.9362774,12.4235589,1,,,POINT (12.4235589 41.9362774)
294453711,41.9346086,12.4220308,3,,,POINT (12.4220308 41.9346086)
294453718,41.935835,12.4233911,3,,,POINT (12.4233911 41.935835)
294453880,41.9347109,12.4229263,1,,,POINT (12.4229263 41.9347109)
294454754,41.9342944,12.4241885,3,,,POINT (12.4241885 41.9342944)
294455182,41.9318343,12.4219361,3,,,POINT (12.4219361 41.9318343)
294455185,41.9333419,12.424035,3,,,POINT (12.424035 41.9333419)
294455188,41.9322486,12.421495,3,,,POINT (12.421495 41.9322486)
294456135,41.9351829,12.4242248,3,,,POINT (12.4242248 41.9351829)
294459678,41.9395293,12.4242638,3,,,POINT (12.4242638 41.9395293)
294459839,41.9394233,12.4239281,3,,,POINT (12.4239281 41.9394233)
294460692,41.9377919,12.4246552,4,,,POINT (12.4246552 41.9377919)
294461031,41.9397518,12.4236315,3,,,POINT (12.4236315 41.9397518)
294462722,41.9356472,12.4272132,3,,,POINT (12.4272132 41.9356472)
294703391,41.8472614,12.4914531,1,,,POINT (12.4914531 41.8472614)
294703398,41.8468228,12.491585,3,,,POINT (12.491585 41.8468228)
294703404,41.8468694,12.492099,1,,,POINT (12.492099 41.8468694)
294707127,41.8513586,12.4895685,3,,,POINT (12.4895685 41.8513586)
294707130,41.8524956,12.4911552,4,,,POINT (12.4911552 41.8524956)
294708209,41.8456044,12.4870162,3,,,POINT (12.4870162 41.8456044)
294708214,41.8454889,12.4869032,3,,,POINT (12.4869032 41.8454889)
294708218,41.8454308,12.4869167,3,,,POINT (12.4869167 41.8454308)
294708223,41.8454106,12.4870324,3,,,POINT (12.4870324 41.8454106)
294708226,41.845485,12.4871378,3,,,POINT (12.4871378 41.845485)
294711407,41.8455302,12.4871499,3,,,POINT (12.4871499 41.8455302)
294718171,41.8540194,12.4931843,3,,,POINT (12.4931843 41.8540194)
294718173,41.8538505,12.4934027,3,,,POINT (12.4934027 41.8538505)
294718199,41.8551447,12.4972074,4,,,POINT (12.4972074 41.8551447)
294718202,41.8551777,12.4974672,4,,,POINT (12.4974672 41.8551777)
294718231,41.8524041,12.4932263,3,,,POINT (12.4932263 41.8524041)
294718249,41.8525033,12.4931022,3,,,POINT (12.4931022 41.8525033)
294718253,41.8528505,12.4936822,4,,,POINT (12.4936822 41.8528505)
294720699,41.8551804,12.4988138,3,,,POINT (12.4988138 41.8551804)
294722302,41.8535949,12.4986202,4,,,POINT (12.4986202 41.8535949)
294724991,41.8592979,12.4965111,2,,,POINT (12.4965111 41.8592979)
294724996,41.8593272,12.4958026,2,,,POINT (12.4958026 41.8593272)
294729234,41.8594107,12.5020057,3,,,POINT (12.5020057 41.8594107)
294729241,41.8588082,12.5028056,3,,,POINT (12.5028056 41.8588082)
294729243,41.8573449,12.5021886,3,,,POINT (12.5021886 41.8573449)
294729245,41.8585587,12.5035201,3,,,POINT (12.5035201 41.8585587)
294729247,41.8574657,12.5030674,3,,,POINT (12.5030674 41.8574657)
294731463,41.8519726,12.5035027,3,,,POINT (12.5035027 41.8519726)
294731467,41.8522503,12.5045989,1,,,POINT (12.5045989 41.8522503)
294733106,41.8539675,12.5076778,3,,,POINT (12.5076778 41.8539675)
294733108,41.853837,12.5077555,3,,,POINT (12.5077555 41.853837)
294739789,41.8529626,12.5061597,1,,,POINT (12.5061597 41.8529626)
294739797,41.8554745,12.5089647,3,,,POINT (12.5089647 41.8554745)
294739800,41.8548412,12.5091721,3,,,POINT (12.5091721 41.8548412)
294739807,41.8543486,12.5058386,4,,,POINT (12.5058386 41.8543486)
294739822,41.8536985,12.5037778,3,,,POINT (12.5037778 41.8536985)
294739826,41.853356,12.5034207,3,,,POINT (12.5034207 41.853356)
294739830,41.8532346,12.5036697,3,,,POINT (12.5036697 41.8532346)
294739847,41.853887,12.5059386,3,,,POINT (12.5059386 41.853887)
294745765,41.8608274,12.5011239,3,,,POINT (12.5011239 41.8608274)
294749371,41.861656,12.5014566,3,,,POINT (12.5014566 41.861656)
294749378,41.8617679,12.5047648,1,,,POINT (12.5047648 41.8617679)
294749383,41.8617881,12.5050563,3,,,POINT (12.5050563 41.8617881)
294756899,41.8649762,12.5024803,3,,,POINT (12.5024803 41.8649762)
294756901,41.8648299,12.5010561,4,,,POINT (12.5010561 41.8648299)
294756910,41.8644433,12.5025229,3,,,POINT (12.5025229 41.8644433)
294756915,41.8652973,12.5014392,4,,,POINT (12.5014392 41.8652973)
294767098,41.8656997,12.5018017,3,,,POINT (12.5018017 41.8656997)
294767148,41.8656412,12.5015536,3,,,POINT (12.5015536 41.8656412)
294767154,41.8648825,12.5009443,3,,,POINT (12.5009443 41.8648825)
294767157,41.8651537,12.5011635,4,,,POINT (12.5011635 41.8651537)
294767160,41.8653516,12.501321,3,,,POINT (12.501321 41.8653516)
294770051,41.8471235,12.4850308,3,,,POINT (12.4850308 41.8471235)
294772567,41.8448672,12.4840516,4,,,POINT (12.4840516 41.8448672)
295037310,41.935165,12.62547,3,,,POINT (12.62547 41.935165)
295037311,41.9350412,12.6252001,3,,,POINT (12.6252001 41.9350412)
295211452,41.9231573,12.5373575,3,,,POINT (12.5373575 41.9231573)
295211980,41.9177689,12.5549974,4,,,POINT (12.5549974 41.9177689)
295211981,41.917202,12.5553129,3,,,POINT (12.5553129 41.917202)
295211989,41.9133411,12.5557681,3,,,POINT (12.5557681 41.9133411)
295212194,41.9194666,12.5515715,4,,,POINT (12.5515715 41.9194666)
295212597,41.9174811,12.5486859,3,,,POINT (12.5486859 41.9174811)
295213168,41.9162191,12.5466714,3,,,POINT (12.5466714 41.9162191)
295213490,41.9187103,12.5476234,1,,,POINT (12.5476234 41.9187103)
295213649,41.9172854,12.5465984,1,,,POINT (12.5465984 41.9172854)
295213852,41.9197652,12.5443076,4,,,POINT (12.5443076 41.9197652)
295213856,41.9192153,12.5449544,3,,,POINT (12.5449544 41.9192153)
295214140,41.9200683,12.5447564,3,,,POINT (12.5447564 41.9200683)
295214143,41.9198554,12.545122,3,,,POINT (12.545122 41.9198554)
295214149,41.919469,12.5446277,3,,,POINT (12.5446277 41.919469)
295214345,41.9199859,12.5460921,3,,,POINT (12.5460921 41.9199859)
295214449,41.9176708,12.5444591,3,,,POINT (12.5444591 41.9176708)
295214477,41.9197544,12.545909,3,,,POINT (12.545909 41.9197544)
295214514,41.919012,12.5476549,1,,,POINT (12.5476549 41.919012)
295214768,41.9222352,12.5496684,3,,,POINT (12.5496684 41.9222352)
295214770,41.921855,12.5510611,3,,,POINT (12.5510611 41.921855)
295214806,41.9221664,12.5493479,3,,,POINT (12.5493479 41.9221664)
295214952,41.9217707,12.5480342,3,,,POINT (12.5480342 41.9217707)
295214956,41.9209955,12.5484215,3,,,POINT (12.5484215 41.9209955)
295214966,41.9196731,12.5516436,4,,,POINT (12.5516436 41.9196731)
295215075,41.9231184,12.5485717,3,,,POINT (12.5485717 41.9231184)
295215187,41.922489,12.5493601,3,,,POINT (12.5493601 41.922489)
295215430,41.9225075,12.5477122,3,,,POINT (12.5477122 41.9225075)
295215548,41.9219697,12.5484578,1,,,POINT (12.5484578 41.9219697)
295215565,41.9202385,12.550807,3,,,POINT (12.550807 41.9202385)
295215898,41.9216116,12.5509503,3,,,POINT (12.5509503 41.9216116)
295216214,41.9218542,12.5468426,3,,,POINT (12.5468426 41.9218542)
295216216,41.9194138,12.5518033,3,,,POINT (12.5518033 41.9194138)
295216218,41.9183587,12.5544809,3,,,POINT (12.5544809 41.9183587)
295216353,41.9191395,12.5526342,3,,,POINT (12.5526342 41.9191395)
295217565,41.9188429,12.5556599,3,,,POINT (12.5556599 41.9188429)
295217566,41.9190879,12.556313,3,,,POINT (12.556313 41.9190879)
295217569,41.9194079,12.5574005,3,,,POINT (12.5574005 41.9194079)
295217884,41.9179843,12.5576755,4,,,POINT (12.5576755 41.9179843)
295217886,41.9167456,12.5576486,3,,,POINT (12.5576486 41.9167456)
295217887,41.9157727,12.5576116,3,,,POINT (12.5576116 41.9157727)
295217969,41.9168546,12.5598072,3,,,POINT (12.5598072 41.9168546)
295217993,41.9175251,12.5618965,3,,,POINT (12.5618965 41.9175251)
295218403,41.9172553,12.5620416,3,,,POINT (12.5620416 41.9172553)
295218423,41.917866,12.5624687,2,,,POINT (12.5624687 41.917866)
295218429,41.9186463,12.5632663,2,,,POINT (12.5632663 41.9186463)
295219022,41.9222293,12.5639782,1,,,POINT (12.5639782 41.9222293)
295219192,41.9230338,12.5564248,3,,,POINT (12.5564248 41.9230338)
295219228,41.924299,12.5560466,1,,,POINT (12.5560466 41.924299)
295219258,41.9264945,12.5543045,1,,,POINT (12.5543045 41.9264945)
295219451,41.9292645,12.5455001,3,,,POINT (12.5455001 41.9292645)
295219456,41.9262427,12.5431701,3,,,POINT (12.5431701 41.9262427)
295220197,41.932177,12.5388019,1,,,POINT (12.5388019 41.932177)
295220519,41.9313109,12.5388974,3,,,POINT (12.5388974 41.9313109)
295220735,41.9315342,12.5353166,4,,,POINT (12.5353166 41.9315342)
295220781,41.9330196,12.537342,3,,,POINT (12.537342 41.9330196)
295221040,41.9310227,12.5370536,3,,,POINT (12.5370536 41.9310227)
295221090,41.9292692,12.5383933,3,,,POINT (12.5383933 41.9292692)
295221135,41.9309143,12.5370059,3,,,POINT (12.5370059 41.9309143)
295221243,41.9306738,12.5360698,3,,,POINT (12.5360698 41.9306738)
295221252,41.9300422,12.5382029,4,,,POINT (12.5382029 41.9300422)
295221258,41.9310576,12.5394248,3,,,POINT (12.5394248 41.9310576)
295221266,41.9301992,12.5387577,3,,,POINT (12.5387577 41.9301992)
295221324,41.9294961,12.539528,3,,,POINT (12.539528 41.9294961)
295221535,41.930465,12.5350976,3,,,POINT (12.5350976 41.930465)
295221536,41.9302966,12.5348781,3,,,POINT (12.5348781 41.9302966)
295221545,41.9312453,12.5374866,3,,,POINT (12.5374866 41.9312453)
295221552,41.9303268,12.5390085,3,,,POINT (12.5390085 41.9303268)
295221559,41.931759,12.5378086,4,,,POINT (12.5378086 41.931759)
295221569,41.9318167,12.5375506,1,,,POINT (12.5375506 41.9318167)
295221571,41.9320322,12.5367283,3,,,POINT (12.5367283 41.9320322)
295221573,41.9322381,12.5358807,4,,,POINT (12.5358807 41.9322381)
295221768,41.933159,12.5372305,3,,,POINT (12.5372305 41.933159)
295222051,41.9329065,12.5365299,1,,,POINT (12.5365299 41.9329065)
295222196,41.9311189,12.5360937,3,,,POINT (12.5360937 41.9311189)
295223880,41.9174656,12.5374246,1,,,POINT (12.5374246 41.9174656)
295223959,41.9103777,12.5384212,4,,,POINT (12.5384212 41.9103777)
295223986,41.9144454,12.5400409,4,,,POINT (12.5400409 41.9144454)
295224095,41.9111449,12.5349801,3,,,POINT (12.5349801 41.9111449)
295224139,41.9117762,12.537943,3,,,POINT (12.537943 41.9117762)
295224142,41.9105012,12.5378585,4,,,POINT (12.5378585 41.9105012)
295224326,41.9127782,12.5407474,3,,,POINT (12.5407474 41.9127782)
295224335,41.912803,12.5380124,4,,,POINT (12.5380124 41.912803)
295224339,41.9127955,12.5396706,3,,,POINT (12.5396706 41.9127955)
295224570,41.9100592,12.5397993,4,,,POINT (12.5397993 41.9100592)
295224590,41.911799,12.5374984,3,,,POINT (12.5374984 41.911799)
295224631,41.9128398,12.5369305,3,,,POINT (12.5369305 41.9128398)
295224649,41.9118391,12.5368817,3,,,POINT (12.5368817 41.9118391)
295224661,41.9128139,12.5375671,3,,,POINT (12.5375671 41.9128139)
295224894,41.9098455,12.5378317,3,crossing,,POINT (12.5378317 41.9098455)
295224920,41.9084409,12.5364898,4,,,POINT (12.5364898 41.9084409)
295224989,41.9106003,12.5374092,3,,,POINT (12.5374092 41.9106003)
295225162,41.9095463,12.5397719,3,,,POINT (12.5397719 41.9095463)
295225245,41.9095928,12.5381684,3,,,POINT (12.5381684 41.9095928)
295225246,41.9085658,12.538947,3,,,POINT (12.538947 41.9085658)
295225252,41.9095409,12.5389526,4,,,POINT (12.5389526 41.9095409)
295225253,41.9102498,12.5389584,3,,,POINT (12.5389584 41.9102498)
295225311,41.909281,12.5373004,3,,,POINT (12.5373004 41.909281)
295225316,41.9090703,12.5347559,4,,,POINT (12.5347559 41.9090703)
295225620,41.90965,12.535501,3,,,POINT (12.535501 41.90965)
295225623,41.9087712,12.5367848,3,,,POINT (12.5367848 41.9087712)
295225781,41.9090625,12.5353018,3,,,POINT (12.5353018 41.9090625)
295225863,41.9145683,12.5466821,3,,,POINT (12.5466821 41.9145683)
295225865,41.9155621,12.5475181,4,,,POINT (12.5475181 41.9155621)
295225870,41.9140099,12.5458385,4,,,POINT (12.5458385 41.9140099)
295225871,41.9154179,12.5445922,3,,,POINT (12.5445922 41.9154179)
295225884,41.9162117,12.5455659,3,,,POINT (12.5455659 41.9162117)
295225912,41.9132074,12.5435307,4,,,POINT (12.5435307 41.9132074)
295225929,41.9093456,12.5465486,3,,,POINT (12.5465486 41.9093456)
295225936,41.9112861,12.544841,4,,,POINT (12.544841 41.9112861)
295225977,41.909304,12.5424405,3,,,POINT (12.5424405 41.909304)
295225989,41.909474,12.5458307,3,,,POINT (12.5458307 41.909474)
295226157,41.9151312,12.5488146,3,,,POINT (12.5488146 41.9151312)
295226192,41.9143782,12.5482374,3,,,POINT (12.5482374 41.9143782)
295226267,41.91409,12.5479572,3,,,POINT (12.5479572 41.91409)
295226431,41.912238,12.5490011,1,,,POINT (12.5490011 41.912238)
295226434,41.9121111,12.5502645,1,,,POINT (12.5502645 41.9121111)
295226435,41.9121523,12.5503818,3,,,POINT (12.5503818 41.9121523)
295226451,41.9123934,12.5484228,4,,,POINT (12.5484228 41.9123934)
295226472,41.9121219,12.5512266,3,,,POINT (12.5512266 41.9121219)
295226473,41.9131424,12.5514084,3,,,POINT (12.5514084 41.9131424)
295226491,41.913141,12.5508072,1,,,POINT (12.5508072 41.913141)
295226495,41.913134,12.5527962,3,,,POINT (12.5527962 41.913134)
295226875,41.9093457,12.5443141,4,,,POINT (12.5443141 41.9093457)
295226881,41.9090807,12.5459941,3,,,POINT (12.5459941 41.9090807)
295228090,41.9178241,12.550364,3,,,POINT (12.550364 41.9178241)
295228151,41.9170661,12.5522043,3,,,POINT (12.5522043 41.9170661)
295228156,41.9182391,12.5530574,4,,,POINT (12.5530574 41.9182391)
295228157,41.9188163,12.5534492,3,,,POINT (12.5534492 41.9188163)
295228385,41.9176745,12.552632,3,,,POINT (12.552632 41.9176745)
295228432,41.9164936,12.5529176,4,,,POINT (12.5529176 41.9164936)
295228434,41.9167796,12.5538066,3,,,POINT (12.5538066 41.9167796)
295228461,41.9177936,12.5527386,3,,,POINT (12.5527386 41.9177936)
295228532,41.9147232,12.5533068,1,turning_circle,,POINT (12.5533068 41.9147232)
295228540,41.9163776,12.5554605,3,,,POINT (12.5554605 41.9163776)
295228542,41.9153953,12.5555857,3,,,POINT (12.5555857 41.9153953)
295228552,41.9146013,12.5544148,1,turning_circle,,POINT (12.5544148 41.9146013)
295228555,41.9144766,12.5556761,3,,,POINT (12.5556761 41.9144766)
295228589,41.9151643,12.555614,3,,,POINT (12.555614 41.9151643)
295228708,41.9167234,12.5554303,3,,,POINT (12.5554303 41.9167234)
295228752,41.9165076,12.5599749,3,,,POINT (12.5599749 41.9165076)
295230318,41.9007602,12.567468,3,,,POINT (12.567468 41.9007602)
295230339,41.9074326,12.5651292,3,,,POINT (12.5651292 41.9074326)
295230463,41.90717,12.5644585,3,,,POINT (12.5644585 41.90717)
295230496,41.9036491,12.560177,1,,,POINT (12.560177 41.9036491)
295230572,41.912824,12.5554281,3,,,POINT (12.5554281 41.912824)
295231684,41.8946104,12.6043111,3,,,POINT (12.6043111 41.8946104)
295237534,41.9396789,12.5257471,3,,,POINT (12.5257471 41.9396789)
295237603,41.941463,12.5277292,3,,,POINT (12.5277292 41.941463)
295237797,41.9398345,12.5278668,3,,,POINT (12.5278668 41.9398345)
295237798,41.9401744,12.5272727,4,,,POINT (12.5272727 41.9401744)
295237947,41.9408331,12.5277783,3,,,POINT (12.5277783 41.9408331)
295237973,41.9409462,12.5254919,4,,,POINT (12.5254919 41.9409462)
295237974,41.9413742,12.5259806,4,,,POINT (12.5259806 41.9413742)
295238038,41.9412263,12.5253568,3,,,POINT (12.5253568 41.9412263)
295238230,41.9432628,12.5265018,3,,,POINT (12.5265018 41.9432628)
295238275,41.9438058,12.5255996,3,,,POINT (12.5255996 41.9438058)
295238282,41.9432124,12.5249211,3,,,POINT (12.5249211 41.9432124)
295238315,41.9432151,12.5291973,2,,,POINT (12.5291973 41.9432151)
295238317,41.9424346,12.5292821,2,,,POINT (12.5292821 41.9424346)
295238319,41.9437365,12.5285356,4,,,POINT (12.5285356 41.9437365)
295238330,41.9420712,12.52674,4,,,POINT (12.52674 41.9420712)
295238339,41.9434383,12.528258,3,,,POINT (12.528258 41.9434383)
295238433,41.9439891,12.5273213,3,,,POINT (12.5273213 41.9439891)
295238442,41.9445191,12.5269053,3,,,POINT (12.5269053 41.9445191)
295238950,41.944553,12.515297,3,,,POINT (12.515297 41.944553)
295238955,41.9423849,12.5165627,3,,,POINT (12.5165627 41.9423849)
295238976,41.9432731,12.5174813,4,,,POINT (12.5174813 41.9432731)
295238978,41.9423142,12.5166807,3,,,POINT (12.5166807 41.9423142)
295238982,41.9431903,12.5176243,3,,,POINT (12.5176243 41.9431903)
295238984,41.9417717,12.5177442,3,,,POINT (12.5177442 41.9417717)
295238985,41.942586,12.5186003,3,,,POINT (12.5186003 41.942586)
295238986,41.9436576,12.5143774,3,,,POINT (12.5143774 41.9436576)
295239023,41.9438876,12.5139844,3,,,POINT (12.5139844 41.9438876)
295239026,41.9440516,12.5139331,1,,,POINT (12.5139331 41.9440516)
295239030,41.9447286,12.5154664,3,,,POINT (12.5154664 41.9447286)
295239146,41.9437826,12.5166109,4,,,POINT (12.5166109 41.9437826)
295239224,41.9447064,12.5175807,3,,,POINT (12.5175807 41.9447064)
295239281,41.9462036,12.5238917,3,,,POINT (12.5238917 41.9462036)
295239301,41.9474845,12.5230989,3,,,POINT (12.5230989 41.9474845)
295239320,41.9464263,12.5243686,1,,,POINT (12.5243686 41.9464263)
295239332,41.9468001,12.5221715,3,,,POINT (12.5221715 41.9468001)
295239337,41.9464661,12.5186082,3,,,POINT (12.5186082 41.9464661)
295239371,41.949566,12.5211546,3,,,POINT (12.5211546 41.949566)
295239420,41.9482738,12.5209351,3,,,POINT (12.5209351 41.9482738)
295239423,41.9482574,12.5209848,3,,,POINT (12.5209848 41.9482574)
295239426,41.9467981,12.5208268,3,,,POINT (12.5208268 41.9467981)
295239432,41.9483631,12.5204077,3,,,POINT (12.5204077 41.9483631)
295239476,41.9492879,12.5228534,3,,,POINT (12.5228534 41.9492879)
295239523,41.951262,12.5230072,3,,,POINT (12.5230072 41.951262)
295239620,41.951988,12.526682,3,,,POINT (12.526682 41.951988)
295239632,41.9572305,12.5331223,1,,,POINT (12.5331223 41.9572305)
295239638,41.9556996,12.5306688,3,,,POINT (12.5306688 41.9556996)
295239724,41.9556412,12.5276401,3,,,POINT (12.5276401 41.9556412)
295239745,41.9567686,12.5297284,3,,,POINT (12.5297284 41.9567686)
295239825,41.9546559,12.5264823,4,,,POINT (12.5264823 41.9546559)
295239912,41.9559994,12.5280761,3,,,POINT (12.5280761 41.9559994)
295240146,41.9538818,12.5242044,4,,,POINT (12.5242044 41.9538818)
295240148,41.9537434,12.5232563,3,,,POINT (12.5232563 41.9537434)
295240304,41.9588997,12.5257046,3,,,POINT (12.5257046 41.9588997)
295240378,41.9589975,12.5257714,3,,,POINT (12.5257714 41.9589975)
295240408,41.9584407,12.5255873,3,,,POINT (12.5255873 41.9584407)
295240551,41.9557992,12.5261594,3,,,POINT (12.5261594 41.9557992)
295240624,41.9576424,12.5268813,3,,,POINT (12.5268813 41.9576424)
295240649,41.9566205,12.527342,3,,,POINT (12.527342 41.9566205)
295240750,41.955009,12.525958,3,,,POINT (12.525958 41.955009)
295241492,41.9576551,12.5355344,3,,,POINT (12.5355344 41.9576551)
295241493,41.9579458,12.5355829,4,,,POINT (12.5355829 41.9579458)
295241495,41.9581945,12.5357096,3,,,POINT (12.5357096 41.9581945)
295241525,41.9578493,12.5352442,4,,,POINT (12.5352442 41.9578493)
295241868,41.9582822,12.5348411,3,,,POINT (12.5348411 41.9582822)
295241927,41.9519314,12.5364429,3,,,POINT (12.5364429 41.9519314)
295241999,41.9514661,12.5312056,4,,,POINT (12.5312056 41.9514661)
295242146,41.9510995,12.5276222,3,,,POINT (12.5276222 41.9510995)
295242186,41.9502637,12.5306729,3,,,POINT (12.5306729 41.9502637)
295242231,41.9496176,12.5287161,5,,,POINT (12.5287161 41.9496176)
295242279,41.9519216,12.5362509,3,,,POINT (12.5362509 41.9519216)
295242311,41.9503947,12.5355682,4,,,POINT (12.5355682 41.9503947)
295242312,41.9481399,12.534566,4,,,POINT (12.534566 41.9481399)
295242317,41.9507842,12.5339732,3,,,POINT (12.5339732 41.9507842)
295242337,41.952331,12.534642,3,,,POINT (12.534642 41.952331)
295242377,41.9510764,12.5327946,3,,,POINT (12.5327946 41.9510764)
295242378,41.9526333,12.5335007,3,,,POINT (12.5335007 41.9526333)
295242402,41.9486874,12.534801,3,,,POINT (12.534801 41.9486874)
295242443,41.9497717,12.5304652,3,,,POINT (12.5304652 41.9497717)
295242454,41.950568,12.5348302,3,,,POINT (12.5348302 41.950568)
295242507,41.9488647,12.5340813,4,,,POINT (12.5340813 41.9488647)
295242724,41.9487264,12.5326088,3,,,POINT (12.5326088 41.9487264)
295242857,41.9491475,12.5329756,3,,,POINT (12.5329756 41.9491475)
295242858,41.9488048,12.5322865,3,,,POINT (12.5322865 41.9488048)
295242859,41.9493089,12.5322862,3,,,POINT (12.5322862 41.9493089)
295242983,41.9510081,12.5330594,3,,,POINT (12.5330594 41.9510081)
295242989,41.9503032,12.530092,3,,,POINT (12.530092 41.9503032)
295243023,41.9515811,12.5306371,3,,,POINT (12.5306371 41.9515811)
295243458,41.9462856,12.5326019,3,,,POINT (12.5326019 41.9462856)
295243474,41.9470098,12.5340928,3,,,POINT (12.5340928 41.9470098)
295243794,41.9483124,12.5280007,3,,,POINT (12.5280007 41.9483124)
295244034,41.9464143,12.5314221,4,,,POINT (12.5314221 41.9464143)
295244035,41.9475646,12.5318816,4,,,POINT (12.5318816 41.9475646)
295244036,41.9485532,12.5323187,4,,,POINT (12.5323187 41.9485532)
295244164,41.946164,12.5331417,3,,,POINT (12.5331417 41.946164)
295244238,41.9471294,12.5335726,4,,,POINT (12.5335726 41.9471294)
295244326,41.9481398,12.5339765,3,,,POINT (12.5339765 41.9481398)
295244418,41.9472658,12.5330479,4,,,POINT (12.5330479 41.9472658)
295244514,41.9484032,12.5329211,3,,,POINT (12.5329211 41.9484032)
295244515,41.9482726,12.5334514,3,,,POINT (12.5334514 41.9482726)
295244628,41.9456042,12.5312795,3,,,POINT (12.5312795 41.9456042)
295244650,41.9456488,12.530481,3,,,POINT (12.530481 41.9456488)
295244828,41.9456736,12.5298813,4,,,POINT (12.5298813 41.9456736)
295244829,41.9455199,12.5295303,3,,,POINT (12.5295303 41.9455199)
295244847,41.9456998,12.529407,3,,,POINT (12.529407 41.9456998)
295245426,41.945036,12.5292104,4,,,POINT (12.5292104 41.945036)
295245434,41.943467,12.5322481,3,,,POINT (12.5322481 41.943467)
295245443,41.943408,12.5291997,3,,,POINT (12.5291997 41.943408)
295245585,41.944014,12.5328097,3,,,POINT (12.5328097 41.944014)
295245588,41.9438095,12.5335263,3,,,POINT (12.5335263 41.9438095)
295245683,41.9431357,12.5346796,3,,,POINT (12.5346796 41.9431357)
295245761,41.9446896,12.5330719,4,,,POINT (12.5330719 41.9446896)
295245837,41.944226,12.5300436,4,,,POINT (12.5300436 41.944226)
295245839,41.9439247,12.5308792,3,,,POINT (12.5308792 41.9439247)
295245885,41.9437078,12.5316693,3,,,POINT (12.5316693 41.9437078)
295246033,41.9449089,12.5322951,3,,,POINT (12.5322951 41.9449089)
295246039,41.9425192,12.5327043,4,,,POINT (12.5327043 41.9425192)
295246479,41.9427072,12.5335018,3,,,POINT (12.5335018 41.9427072)
295246970,41.9436049,12.5354419,4,,,POINT (12.5354419 41.9436049)
295247016,41.9440699,12.5358622,3,,,POINT (12.5358622 41.9440699)
295247036,41.9428113,12.5357553,3,,,POINT (12.5357553 41.9428113)
295247521,41.9431545,12.5318308,1,,,POINT (12.5318308 41.9431545)
295247593,41.9429629,12.5315396,3,,,POINT (12.5315396 41.9429629)
295247600,41.9427633,12.5295538,3,,,POINT (12.5295538 41.9427633)
295247601,41.9414959,12.5292873,3,crossing,,POINT (12.5292873 41.9414959)
295247870,41.9421765,12.5312805,1,,,POINT (12.5312805 41.9421765)
295247874,41.9415831,12.530851,3,,,POINT (12.530851 41.9415831)
295247875,41.941209,12.5318197,3,,,POINT (12.5318197 41.941209)
295248267,41.9417724,12.5301505,1,,,POINT (12.5301505 41.9417724)
295248274,41.9409762,12.5292112,3,,,POINT (12.5292112 41.9409762)
295248333,41.9415986,12.5302226,3,,,POINT (12.5302226 41.9415986)
