osmid,y,x,street_count,highway,ref,geometry
21637960,41.7021062,12.3483365,3,,,POINT (12.3483365 41.7021062)
21638011,41.7337426,12.264032,3,,,POINT (12.264032 41.7337426)
21638013,41.7322567,12.2686838,3,,,POINT (12.2686838 41.7322567)
21638030,41.7267575,12.2857285,3,,,POINT (12.2857285 41.7267575)
21638034,41.724389,12.2930693,4,,,POINT (12.2930693 41.724389)
21638035,41.72378,12.295012,3,,,POINT (12.295012 41.72378)
21638038,41.7230444,12.2968851,4,,,POINT (12.2968851 41.7230444)
21638410,41.714662,12.3171989,3,,,POINT (12.3171989 41.714662)
21638444,41.7120237,12.322977,3,,,POINT (12.322977 41.7120237)
25388116,41.9023645,12.4629478,3,,,POINT (12.4629478 41.9023645)
25388118,41.9007319,12.4648844,4,,,POINT (12.4648844 41.9007319)
25388119,41.899504,12.4665261,3,traffic_signals,,POINT (12.4665261 41.899504)
25388130,41.9046697,12.4788676,2,,,POINT (12.4788676 41.9046697)
25388135,41.901815,12.4634563,4,,,POINT (12.4634563 41.901815)
25388138,41.8997896,12.4642534,4,,,POINT (12.4642534 41.8997896)
25388157,41.8996836,12.4625957,4,,,POINT (12.4625957 41.8996836)
25388160,41.9015342,12.4638186,4,,,POINT (12.4638186 41.9015342)
25388174,41.9005531,12.467407,3,,,POINT (12.467407 41.9005531)
25388175,41.9012216,12.4667282,3,,,POINT (12.4667282 41.9012216)
25388177,41.8986561,12.4666911,3,,,POINT (12.4666911 41.8986561)
25388179,41.9004539,12.4652611,3,,,POINT (12.4652611 41.9004539)
25388184,41.8991995,12.4684567,3,,,POINT (12.4684567 41.8991995)
25388187,41.8988839,12.4695763,3,,,POINT (12.4695763 41.8988839)
25388192,41.8977238,12.4722018,3,,,POINT (12.4722018 41.8977238)
25388195,41.8971861,12.4727063,3,,,POINT (12.4727063 41.8971861)
25388197,41.8966629,12.4733201,3,,,POINT (12.4733201 41.8966629)
25388198,41.897481,12.470083,4,,,POINT (12.470083 41.897481)
25388200,41.8976474,12.469375,4,,,POINT (12.469375 41.8976474)
25388259,41.8975097,12.4669717,3,,,POINT (12.4669717 41.8975097)
25388260,41.8968207,12.4676135,3,,,POINT (12.4676135 41.8968207)
25388261,41.8973594,12.4680257,5,,,POINT (12.4680257 41.8973594)
25388262,41.8972997,12.4685882,3,,,POINT (12.4685882 41.8972997)
25388263,41.8972576,12.4691615,3,,,POINT (12.4691615 41.8972576)
25388284,41.8977784,12.4674291,3,,,POINT (12.4674291 41.8977784)
25388289,41.9004415,12.4726864,3,,,POINT (12.4726864 41.9004415)
25388377,41.9002227,12.473814,2,,,POINT (12.473814 41.9002227)
25388387,41.8964807,12.4744851,3,,,POINT (12.4744851 41.8964807)
25388389,41.8963102,12.4758502,3,,,POINT (12.4758502 41.8963102)
25388404,41.8965258,12.4740314,3,,,POINT (12.4740314 41.8965258)
25418716,41.9049233,12.4750898,5,,,POINT (12.4750898 41.9049233)
25418882,41.902029,12.4952304,6,,,POINT (12.4952304 41.902029)
25418884,41.9015887,12.494543,4,,,POINT (12.494543 41.9015887)
25418885,41.9011203,12.4938275,4,,,POINT (12.4938275 41.9011203)
25418886,41.9006435,12.4930978,4,,,POINT (12.4930978 41.9006435)
25418887,41.9002394,12.492499,3,,,POINT (12.492499 41.9002394)
25418888,41.8996964,12.491662,4,,,POINT (12.491662 41.8996964)
25418889,41.8988284,12.4903418,4,,,POINT (12.4903418 41.8988284)
25418891,41.8986141,12.4900226,3,,,POINT (12.4900226 41.8986141)
25418895,41.8973291,12.4880626,4,,,POINT (12.4880626 41.8973291)
25418897,41.8966625,12.4870163,4,,,POINT (12.4870163 41.8966625)
25418915,41.9008288,12.4998175,3,traffic_signals,,POINT (12.4998175 41.9008288)
25418916,41.9003165,12.4992668,4,traffic_signals,,POINT (12.4992668 41.9003165)
25418918,41.8992075,12.4980573,4,traffic_signals,,POINT (12.4980573 41.8992075)
25418919,41.8986723,12.4974872,5,,,POINT (12.4974872 41.8986723)
25418922,41.8973743,12.4960073,4,,,POINT (12.4960073 41.8973743)
25418929,41.8946669,12.4932459,3,,,POINT (12.4932459 41.8946669)
25418933,41.8933059,12.4878737,1,,,POINT (12.4878737 41.8933059)
25419073,41.8966841,12.4822238,5,,,POINT (12.4822238 41.8966841)
25419086,41.9024786,12.4797832,3,,,POINT (12.4797832 41.9024786)
25419840,41.8947883,12.4686787,3,,,POINT (12.4686787 41.8947883)
25419842,41.892722,12.4712895,3,,,POINT (12.4712895 41.892722)
25419843,41.8921179,12.4721781,3,,,POINT (12.4721781 41.8921179)
25643495,41.8998199,12.5123286,4,,,POINT (12.5123286 41.8998199)
25643607,41.9005342,12.5082356,3,,,POINT (12.5082356 41.9005342)
25643610,41.9010124,12.5079782,3,,,POINT (12.5079782 41.9010124)
25643620,41.9027733,12.5070116,4,traffic_signals,,POINT (12.5070116 41.9027733)
25643633,41.9038302,12.5068594,3,,,POINT (12.5068594 41.9038302)
25643643,41.9062237,12.5054854,4,traffic_signals,,POINT (12.5054854 41.9062237)
25643645,41.908063,12.5046647,3,crossing,,POINT (12.5046647 41.908063)
26496101,41.8862126,12.3877738,3,,,POINT (12.3877738 41.8862126)
26496159,41.8858835,12.3820563,3,,,POINT (12.3820563 41.8858835)
26496616,41.8928224,12.4145024,3,,,POINT (12.4145024 41.8928224)
26496651,41.8839617,12.3806109,3,,,POINT (12.3806109 41.8839617)
26496657,41.8774539,12.3792649,3,,,POINT (12.3792649 41.8774539)
26496718,41.8069885,12.4220873,3,,,POINT (12.4220873 41.8069885)
26496730,41.8014356,12.4485096,3,,,POINT (12.4485096 41.8014356)
26496763,41.811156,12.5697589,3,,,POINT (12.5697589 41.811156)
26496800,41.8620476,12.6001023,3,motorway_junction,18,POINT (12.6001023 41.8620476)
26617509,41.8653294,12.6011423,3,,,POINT (12.6011423 41.8653294)
26617536,41.8687602,12.5864253,3,,,POINT (12.5864253 41.8687602)
26618020,41.8771131,12.5521472,3,,,POINT (12.5521472 41.8771131)
26618050,41.8788979,12.5453277,3,,,POINT (12.5453277 41.8788979)
26618108,41.8868306,12.526805,3,,,POINT (12.526805 41.8868306)
26618754,41.8922274,12.5154927,3,,,POINT (12.5154927 41.8922274)
26618757,41.8922332,12.5148666,4,,,POINT (12.5148666 41.8922332)
26618764,41.8919212,12.5159993,4,,,POINT (12.5159993 41.8919212)
26619072,41.8928151,12.5132546,3,,,POINT (12.5132546 41.8928151)
26619081,41.8942817,12.5108331,3,,,POINT (12.5108331 41.8942817)
26619712,41.8966964,12.5107947,3,,,POINT (12.5107947 41.8966964)
26619713,41.8971524,12.5103133,3,,,POINT (12.5103133 41.8971524)
31383223,41.9693553,12.4047626,3,,,POINT (12.4047626 41.9693553)
31383224,41.9213756,12.3823253,3,,,POINT (12.3823253 41.9213756)
31383256,41.8910199,12.3810956,3,motorway_junction,1,POINT (12.3810956 41.8910199)
31383266,41.9558453,12.3841381,3,,,POINT (12.3841381 41.9558453)
31409190,41.9277603,12.7484463,3,motorway_junction,,POINT (12.7484463 41.9277603)
32009042,42.0695412,12.333815,3,,,POINT (12.333815 42.0695412)
32009053,42.0630541,12.3484525,2,,,POINT (12.3484525 42.0630541)
32009055,42.0627673,12.3506867,3,,,POINT (12.3506867 42.0627673)
32009125,42.0547077,12.3721643,3,,,POINT (12.3721643 42.0547077)
32628901,41.8905193,12.426281,3,crossing,,POINT (12.426281 41.8905193)
32629232,41.8958953,12.4397928,4,,,POINT (12.4397928 41.8958953)
32629238,41.8997945,12.4525272,3,,,POINT (12.4525272 41.8997945)
32629239,41.9002263,12.4551817,3,,,POINT (12.4551817 41.9002263)
32629374,41.9014704,12.4259768,3,,,POINT (12.4259768 41.9014704)
32629776,41.8962536,12.4725344,3,,,POINT (12.4725344 41.8962536)
32629778,41.8960034,12.471817,1,,,POINT (12.471817 41.8960034)
32630063,41.8835838,12.4878998,4,,,POINT (12.4878998 41.8835838)
32630066,41.8871939,12.4822503,4,,,POINT (12.4822503 41.8871939)
32630067,41.8862051,12.4835467,3,,,POINT (12.4835467 41.8862051)
32630095,41.8908144,12.4266952,3,,,POINT (12.4266952 41.8908144)
32630101,41.8898919,12.4410178,3,,,POINT (12.4410178 41.8898919)
32630102,41.8916979,12.4428332,3,,,POINT (12.4428332 41.8916979)
32630103,41.8915559,12.4443562,1,,,POINT (12.4443562 41.8915559)
32630104,41.8922686,12.4433114,2,,,POINT (12.4433114 41.8922686)
32630106,41.893462,12.4416883,3,,,POINT (12.4416883 41.893462)
32630107,41.893788,12.4421518,3,,,POINT (12.4421518 41.893788)
32630112,41.8957774,12.4451863,4,,,POINT (12.4451863 41.8957774)
32630155,41.8997661,12.4511977,3,,,POINT (12.4511977 41.8997661)
32630156,41.9004799,12.4507201,3,,,POINT (12.4507201 41.9004799)
32630162,41.8988966,12.4514196,3,,,POINT (12.4514196 41.8988966)
32630947,41.8966132,12.481922,5,,,POINT (12.481922 41.8966132)
32630948,41.8962217,12.4826655,5,,,POINT (12.4826655 41.8962217)
32630949,41.8954624,12.4835075,3,,,POINT (12.4835075 41.8954624)
32630950,41.8955429,12.4825447,4,,,POINT (12.4825447 41.8955429)
32630952,41.8949191,12.4820859,3,,,POINT (12.4820859 41.8949191)
32630955,41.8941584,12.481958,3,,,POINT (12.481958 41.8941584)
32630956,41.8940681,12.4814966,3,,,POINT (12.4814966 41.8940681)
32630957,41.8941577,12.4813623,3,,,POINT (12.4813623 41.8941577)
32630959,41.8948337,12.4810368,3,,,POINT (12.4810368 41.8948337)
32630961,41.8952991,12.4817349,3,,,POINT (12.4817349 41.8952991)
32631122,41.9011702,12.47658,2,,,POINT (12.47658 41.9011702)
32632112,41.8903415,12.4744767,4,,,POINT (12.4744767 41.8903415)
32633399,41.9019611,12.4985377,4,,,POINT (12.4985377 41.9019611)
32633401,41.9027182,12.4965781,3,,,POINT (12.4965781 41.9027182)
32633402,41.9035759,12.4960043,4,,,POINT (12.4960043 41.9035759)
32633403,41.9038935,12.4956409,3,,,POINT (12.4956409 41.9038935)
32633413,41.8994139,12.4969811,3,,,POINT (12.4969811 41.8994139)
32641629,41.9046262,12.4967969,3,,,POINT (12.4967969 41.9046262)
32641631,41.904441,12.4942491,3,,,POINT (12.4942491 41.904441)
32641632,41.9051186,12.4930484,3,,,POINT (12.4930484 41.9051186)
32641633,41.9058649,12.4909766,4,,,POINT (12.4909766 41.9058649)
32641634,41.9054754,12.4903508,3,,,POINT (12.4903508 41.9054754)
32641635,41.9053978,12.4902461,3,,,POINT (12.4902461 41.9053978)
32641636,41.9049804,12.4897186,3,,,POINT (12.4897186 41.9049804)
32641638,41.9041693,12.4887383,4,,,POINT (12.4887383 41.9041693)
32641643,41.9057822,12.4886363,3,,,POINT (12.4886363 41.9057822)
32641644,41.906392,12.4901881,3,,,POINT (12.4901881 41.906392)
32641647,41.9081361,12.4892955,4,,,POINT (12.4892955 41.9081361)
32641648,41.9091524,12.4885391,3,,,POINT (12.4885391 41.9091524)
32641650,41.9093843,12.4885886,4,,,POINT (12.4885886 41.9093843)
32641653,41.9096557,12.4899476,3,,,POINT (12.4899476 41.9096557)
32642810,41.905348,12.4476328,4,,,POINT (12.4476328 41.905348)
32642813,41.9033901,12.4441275,4,,,POINT (12.4441275 41.9033901)
32642825,41.8985816,12.4277252,4,,,POINT (12.4277252 41.8985816)
32649902,41.8919983,12.4677471,4,,,POINT (12.4677471 41.8919983)
32649904,41.8910001,12.4682913,3,,,POINT (12.4682913 41.8910001)
32649905,41.8901893,12.4689986,3,,,POINT (12.4689986 41.8901893)
32649906,41.8897431,12.4691963,3,,,POINT (12.4691963 41.8897431)
32649913,41.8902862,12.4747471,3,,,POINT (12.4747471 41.8902862)
32649914,41.8894163,12.4746604,1,,,POINT (12.4746604 41.8894163)
32649915,41.8893139,12.4759117,3,,,POINT (12.4759117 41.8893139)
32649920,41.8939179,12.475237,3,,,POINT (12.475237 41.8939179)
32650014,41.8879394,12.4703803,3,,,POINT (12.4703803 41.8879394)
32650149,41.8880042,12.4811693,4,,,POINT (12.4811693 41.8880042)
32650152,41.8908602,12.4779777,1,,,POINT (12.4779777 41.8908602)
32650153,41.8913436,12.4785456,3,,,POINT (12.4785456 41.8913436)
32650154,41.8918221,12.4755279,3,,,POINT (12.4755279 41.8918221)
32650157,41.8906622,12.479418,3,,,POINT (12.479418 41.8906622)
32650160,41.8895083,12.4801859,3,,,POINT (12.4801859 41.8895083)
32650161,41.8897332,12.4766553,4,,,POINT (12.4766553 41.8897332)
32650370,41.8882907,12.4748794,4,,,POINT (12.4748794 41.8882907)
32650377,41.8888976,12.4755381,4,,,POINT (12.4755381 41.8888976)
32650381,41.8908966,12.4805457,5,traffic_signals,,POINT (12.4805457 41.8908966)
32650405,41.8881857,12.4832606,4,,,POINT (12.4832606 41.8881857)
32650585,41.8996171,12.4828423,4,,,POINT (12.4828423 41.8996171)
32650609,41.9065435,12.4812079,3,,,POINT (12.4812079 41.9065435)
32650951,41.889422,12.4775826,4,,,POINT (12.4775826 41.889422)
32651016,41.9034322,12.4881602,5,,,POINT (12.4881602 41.9034322)
32651021,41.8977043,12.4994301,3,,,POINT (12.4994301 41.8977043)
32653248,41.9051335,12.4770032,3,,,POINT (12.4770032 41.9051335)
32653252,41.9064863,12.4771668,3,,,POINT (12.4771668 41.9064863)
35527738,41.9007843,12.386577,4,,,POINT (12.386577 41.9007843)
35527906,41.8988933,12.3885397,1,,,POINT (12.3885397 41.8988933)
38225518,41.7420683,12.4319278,3,,,POINT (12.4319278 41.7420683)
38225525,41.7430216,12.4324848,3,,,POINT (12.4324848 41.7430216)
38225680,41.7647675,12.4381998,3,motorway_junction,,POINT (12.4381998 41.7647675)
38225828,41.8039427,12.4546681,3,,,POINT (12.4546681 41.8039427)
38225836,41.8060045,12.4557316,3,,,POINT (12.4557316 41.8060045)
38225979,41.8364533,12.4724659,3,,,POINT (12.4724659 41.8364533)
38226087,41.8673458,12.4945076,3,,,POINT (12.4945076 41.8673458)
38226122,41.868625,12.4904658,3,,,POINT (12.4904658 41.868625)
38265705,41.8014722,12.4538674,3,motorway_junction,,POINT (12.4538674 41.8014722)
38265808,41.8008339,12.4544454,3,,,POINT (12.4544454 41.8008339)
38280210,41.8106019,12.4023065,3,,,POINT (12.4023065 41.8106019)
38280765,41.8795541,12.3803881,3,motorway_junction,1,POINT (12.3803881 41.8795541)
38296123,41.910545,12.3853204,3,motorway_junction,2,POINT (12.3853204 41.910545)
38296156,41.9137028,12.387454,3,,,POINT (12.387454 41.9137028)
38296174,41.9139703,12.3884087,3,,,POINT (12.3884087 41.9139703)
38296189,41.9139417,12.3885551,3,,,POINT (12.3885551 41.9139417)
38296236,41.9183048,12.3920938,3,,,POINT (12.3920938 41.9183048)
38296351,41.9200674,12.3964158,3,,,POINT (12.3964158 41.9200674)
38296363,41.9202958,12.3967174,3,,,POINT (12.3967174 41.9202958)
38296379,41.9208316,12.3978104,4,,,POINT (12.3978104 41.9208316)
38296394,41.9237496,12.4016216,4,,,POINT (12.4016216 41.9237496)
38296406,41.9246278,12.4065198,3,,,POINT (12.4065198 41.9246278)
38296447,41.9229674,12.4119034,3,,,POINT (12.4119034 41.9229674)
38296451,41.9233488,12.4122753,3,,,POINT (12.4122753 41.9233488)
38296506,41.9272549,12.4209639,3,,,POINT (12.4209639 41.9272549)
38296524,41.9262953,12.4228498,3,,,POINT (12.4228498 41.9262953)
38296583,41.9324861,12.4211439,3,,,POINT (12.4211439 41.9324861)
38296596,41.93333,12.4209234,2,,,POINT (12.4209234 41.93333)
38296612,41.9343515,12.4202992,3,,,POINT (12.4202992 41.9343515)
38296623,41.9366445,12.4231458,3,,,POINT (12.4231458 41.9366445)
38296638,41.9391842,12.4202896,3,,,POINT (12.4202896 41.9391842)
38296746,41.9401842,12.4236443,4,,,POINT (12.4236443 41.9401842)
38296757,41.9391692,12.4223564,3,,,POINT (12.4223564 41.9391692)
38296782,41.9376648,12.4233178,1,,,POINT (12.4233178 41.9376648)
38362656,41.9394535,12.4238325,4,,,POINT (12.4238325 41.9394535)
38362762,41.9313614,12.4263289,4,,,POINT (12.4263289 41.9313614)
38362778,41.926914,12.4264523,3,,,POINT (12.4264523 41.926914)
38362788,41.9259484,12.4261346,3,,,POINT (12.4261346 41.9259484)
38362845,41.9196194,12.4227557,3,,,POINT (12.4227557 41.9196194)
38362865,41.9160273,12.4225085,5,,,POINT (12.4225085 41.9160273)
38362895,41.9124192,12.4234102,4,,,POINT (12.4234102 41.9124192)
38362908,41.9094176,12.4248119,3,,,POINT (12.4248119 41.9094176)
38362935,41.9074825,12.4253564,3,,,POINT (12.4253564 41.9074825)
38362942,41.9056124,12.4253249,3,,,POINT (12.4253249 41.9056124)
38362954,41.9048762,12.4248827,3,,,POINT (12.4248827 41.9048762)
38363010,41.8948842,12.429378,3,,,POINT (12.429378 41.8948842)
38363139,41.8902971,12.4391898,3,,,POINT (12.4391898 41.8902971)
38363189,41.8878938,12.4404613,3,,,POINT (12.4404613 41.8878938)
38363290,41.8770275,12.4426784,4,,,POINT (12.4426784 41.8770275)
38363536,41.8725906,12.4673625,3,,,POINT (12.4673625 41.8725906)
38363614,41.8709277,12.4675291,5,,,POINT (12.4675291 41.8709277)
38363621,41.8722592,12.4736216,3,,,POINT (12.4736216 41.8722592)
38363645,41.8716326,12.4846826,4,,,POINT (12.4846826 41.8716326)
38363655,41.8690957,12.4843643,3,,,POINT (12.4843643 41.8690957)
38406874,41.6956948,12.5241906,3,,,POINT (12.5241906 41.6956948)
38406937,41.7103395,12.5769569,3,,,POINT (12.5769569 41.7103395)
51231991,41.8899577,12.4939955,3,,,POINT (12.4939955 41.8899577)
51231993,41.8892664,12.49344,4,,,POINT (12.49344 41.8892664)
72843570,41.8956147,12.5472253,3,,,POINT (12.5472253 41.8956147)
72843572,41.8934883,12.5477772,3,,,POINT (12.5477772 41.8934883)
83506907,41.8937504,12.4818323,3,crossing,,POINT (12.4818323 41.8937504)
83511436,41.8886438,12.4804499,3,,,POINT (12.4804499 41.8886438)
83648548,41.8917755,12.4774828,3,,,POINT (12.4774828 41.8917755)
83649294,41.8923658,12.4774514,3,,,POINT (12.4774514 41.8923658)
83649295,41.8926914,12.4765508,3,,,POINT (12.4765508 41.8926914)
83649359,41.8918777,12.4764901,3,,,POINT (12.4764901 41.8918777)
83649810,41.8936201,12.4757088,3,,,POINT (12.4757088 41.8936201)
83650212,41.892257,12.4755638,4,,,POINT (12.4755638 41.892257)
83650214,41.8928542,12.4751324,4,traffic_signals,,POINT (12.4751324 41.8928542)
83650350,41.8921731,12.4763485,3,,,POINT (12.4763485 41.8921731)
83650446,41.8923732,12.4748732,3,,,POINT (12.4748732 41.8923732)
83656610,41.9060495,12.4589196,3,,,POINT (12.4589196 41.9060495)
83656611,41.9053936,12.4684349,4,,,POINT (12.4684349 41.9053936)
83656707,41.9064126,12.4612995,3,,,POINT (12.4612995 41.9064126)
83656709,41.9068931,12.4675447,4,,,POINT (12.4675447 41.9068931)
83656746,41.906135,12.4645959,3,,,POINT (12.4645959 41.906135)
83656747,41.9062519,12.4679175,4,,,POINT (12.4679175 41.9062519)
83660660,41.9058467,12.462152,4,,,POINT (12.462152 41.9058467)
83661864,41.9072608,12.4732515,3,,,POINT (12.4732515 41.9072608)
83661869,41.9050467,12.473333,4,,,POINT (12.473333 41.9050467)
83662578,41.9065541,12.47055,4,,,POINT (12.47055 41.9065541)
83662690,41.9087029,12.4709752,3,,,POINT (12.4709752 41.9087029)
83662880,41.9058518,12.4721388,4,,,POINT (12.4721388 41.9058518)
83662881,41.9059074,12.4713107,4,,,POINT (12.4713107 41.9059074)
83662882,41.9057889,12.4707319,3,,,POINT (12.4707319 41.9057889)
83663054,41.9051237,12.4720382,3,,,POINT (12.4720382 41.9051237)
83663149,41.9066239,12.4713984,4,,,POINT (12.4713984 41.9066239)
83663257,41.9076901,12.4722852,3,,,POINT (12.4722852 41.9076901)
83664221,41.908191,12.4597203,4,,,POINT (12.4597203 41.908191)
83664226,41.9092925,12.4641617,3,,,POINT (12.4641617 41.9092925)
83665112,41.9156265,12.4536025,4,,,POINT (12.4536025 41.9156265)
83665376,41.9099803,12.4492306,3,,,POINT (12.4492306 41.9099803)
83702987,41.9071728,12.4707133,4,,,POINT (12.4707133 41.9071728)
83705374,41.9067057,12.4722455,4,,,POINT (12.4722455 41.9067057)
93810149,41.8900054,12.4969695,3,,,POINT (12.4969695 41.8900054)
93810152,41.8870807,12.5046256,6,,,POINT (12.5046256 41.8870807)
93810154,41.8870216,12.5063018,3,,,POINT (12.5063018 41.8870216)
93810163,41.8867148,12.5086144,3,,,POINT (12.5086144 41.8867148)
93810167,41.8872264,12.5150391,4,,,POINT (12.5150391 41.8872264)
93810168,41.8879387,12.5180619,3,traffic_signals,,POINT (12.5180619 41.8879387)
93810173,41.8849954,12.5220926,4,traffic_signals,,POINT (12.5220926 41.8849954)
93810175,41.8836908,12.5228824,4,traffic_signals,,POINT (12.5228824 41.8836908)
93810178,41.8823591,12.5232291,3,,,POINT (12.5232291 41.8823591)
93810181,41.8818538,12.5229346,3,,,POINT (12.5229346 41.8818538)
93810182,41.8814116,12.5222158,3,,,POINT (12.5222158 41.8814116)
93810183,41.8809541,12.5226979,4,,,POINT (12.5226979 41.8809541)
93810184,41.8794863,12.5218125,4,traffic_signals,,POINT (12.5218125 41.8794863)
93810199,41.8536474,12.567864,4,traffic_signals,,POINT (12.567864 41.8536474)
93810200,41.8379701,12.5901033,3,,,POINT (12.5901033 41.8379701)
93810206,41.8283574,12.6225848,3,,,POINT (12.6225848 41.8283574)
93834310,41.9005273,12.4962519,4,,,POINT (12.4962519 41.9005273)
93834314,41.9053842,12.4985698,3,,,POINT (12.4985698 41.9053842)
93834317,41.9042089,12.4999939,4,,,POINT (12.4999939 41.9042089)
93834323,41.9031455,12.5002208,3,,,POINT (12.5002208 41.9031455)
100993394,41.8813088,12.4867008,3,,,POINT (12.4867008 41.8813088)
100993404,41.8821764,12.4865019,4,,,POINT (12.4865019 41.8821764)
100993415,41.8824227,12.4864184,3,,,POINT (12.4864184 41.8824227)
100993418,41.8805099,12.485527,3,,,POINT (12.485527 41.8805099)
100993421,41.8799722,12.4847013,3,,,POINT (12.4847013 41.8799722)
100993427,41.8791082,12.4851155,4,,,POINT (12.4851155 41.8791082)
101002426,41.8845855,12.489056,3,,,POINT (12.489056 41.8845855)
101002430,41.8848971,12.4891936,4,,,POINT (12.4891936 41.8848971)
101005837,41.8897416,12.4954411,3,,,POINT (12.4954411 41.8897416)
101005848,41.8893366,12.4967729,5,,,POINT (12.4967729 41.8893366)
101007848,41.8882839,12.4949366,4,,,POINT (12.4949366 41.8882839)
101007852,41.8888021,12.4951178,4,,,POINT (12.4951178 41.8888021)
101007857,41.8890725,12.4937147,4,,,POINT (12.4937147 41.8890725)
101007861,41.8885198,12.4964896,4,,,POINT (12.4964896 41.8885198)
101007862,41.8880152,12.4963225,4,,,POINT (12.4963225 41.8880152)
101007867,41.8884549,12.4940146,3,,,POINT (12.4940146 41.8884549)
101010992,41.889721,12.4983846,4,,,POINT (12.4983846 41.889721)
101011000,41.88751,12.4961537,4,,,POINT (12.4961537 41.88751)
101015318,41.8872789,12.4974414,3,,,POINT (12.4974414 41.8872789)
101015321,41.888156,12.4977503,1,,,POINT (12.4977503 41.888156)
101024499,41.8110551,12.5756802,3,,,POINT (12.5756802 41.8110551)
101024502,41.8149021,12.5754714,3,,,POINT (12.5754714 41.8149021)
101042198,41.8807688,12.4950911,3,,,POINT (12.4950911 41.8807688)
101047788,41.8891593,12.4929289,3,,,POINT (12.4929289 41.8891593)
101049057,41.8892523,12.4952738,4,,,POINT (12.4952738 41.8892523)
101049059,41.8889954,12.4966494,4,,,POINT (12.4966494 41.8889954)
101049065,41.8872325,12.5023137,3,,,POINT (12.5023137 41.8872325)
101049079,41.8887223,12.497963,4,,,POINT (12.497963 41.8887223)
101066618,41.877648,12.4842435,3,,,POINT (12.4842435 41.877648)
101066619,41.8781428,12.485073,3,,,POINT (12.485073 41.8781428)
101066626,41.8782217,12.4836256,1,,,POINT (12.4836256 41.8782217)
101071427,41.8835378,12.4882377,3,,,POINT (12.4882377 41.8835378)
101071442,41.8770568,12.481904,3,,,POINT (12.481904 41.8770568)
101142261,41.8846086,12.4897922,3,,,POINT (12.4897922 41.8846086)
101142266,41.8839269,12.4901377,3,,,POINT (12.4901377 41.8839269)
101142274,41.8824744,12.4904507,3,,,POINT (12.4904507 41.8824744)
101142296,41.879208,12.4898213,3,,,POINT (12.4898213 41.879208)
101142299,41.8787926,12.4898937,3,,,POINT (12.4898937 41.8787926)
101142306,41.8765444,12.4931481,3,,,POINT (12.4931481 41.8765444)
101172811,41.8872756,12.5033048,3,,,POINT (12.5033048 41.8872756)
101172843,41.8877768,12.4947632,3,,,POINT (12.4947632 41.8877768)
101173265,41.8861566,12.4951668,3,,,POINT (12.4951668 41.8861566)
101173598,41.8878649,12.4943104,3,,,POINT (12.4943104 41.8878649)
101181728,41.9021076,12.5308811,3,,,POINT (12.5308811 41.9021076)
101181731,41.9014508,12.5304507,3,motorway_junction,,POINT (12.5304507 41.9014508)
101181735,41.9000527,12.5290824,3,motorway_junction,,POINT (12.5290824 41.9000527)
101181764,41.8973877,12.5195579,3,,,POINT (12.5195579 41.8973877)
101181779,41.899907,12.5172249,3,,,POINT (12.5172249 41.899907)
101181804,41.9019099,12.5183645,3,,,POINT (12.5183645 41.9019099)
102413401,41.8872326,12.4976993,1,,,POINT (12.4976993 41.8872326)
122512044,41.990464,12.509835,3,,,POINT (12.509835 41.990464)
122514347,41.9858489,12.5255552,3,,,POINT (12.5255552 41.9858489)
122514371,41.9851129,12.522139,3,,,POINT (12.522139 41.9851129)
122517838,41.983944,12.5284592,3,,,POINT (12.5284592 41.983944)
122518133,41.9820534,12.5268192,3,motorway_junction,10,POINT (12.5268192 41.9820534)
122520209,42.0182387,12.5298776,3,motorway_junction,,POINT (12.5298776 42.0182387)
122527182,41.9281133,12.7450222,3,,,POINT (12.7450222 41.9281133)
122533551,41.9275264,12.7466824,3,,,POINT (12.7466824 41.9275264)
122533568,41.9238386,12.7431733,3,,,POINT (12.7431733 41.9238386)
122534400,41.9263744,12.7381445,3,,,POINT (12.7381445 41.9263744)
122534948,41.9228716,12.7426329,3,,,POINT (12.7426329 41.9228716)
122534967,41.9188757,12.7450271,3,,,POINT (12.7450271 41.9188757)
122535763,41.9311497,12.738081,3,,,POINT (12.738081 41.9311497)
122543612,41.8569903,12.5971145,3,,,POINT (12.5971145 41.8569903)
122543620,41.8570219,12.5978287,3,,,POINT (12.5978287 41.8570219)
122543621,41.8571572,12.5977577,3,,,POINT (12.5977577 41.8571572)
122543623,41.8572469,12.5975967,3,,,POINT (12.5975967 41.8572469)
122544207,41.8567302,12.5975385,3,,,POINT (12.5975385 41.8567302)
122546021,41.9000218,12.4565404,3,,,POINT (12.4565404 41.9000218)
122546574,41.8990992,12.4562322,3,,,POINT (12.4562322 41.8990992)
122546575,41.8995293,12.4563147,3,,,POINT (12.4563147 41.8995293)
122546577,41.9002164,12.4565876,4,traffic_signals,,POINT (12.4565876 41.9002164)
122547440,41.8994798,12.4544308,3,,,POINT (12.4544308 41.8994798)
122547445,41.899544,12.4551693,3,,,POINT (12.4551693 41.899544)
122547452,41.899314,12.4558544,3,,,POINT (12.4558544 41.899314)
122547972,41.8960437,12.4554955,3,,,POINT (12.4554955 41.8960437)
122547984,41.8984693,12.4548064,3,,,POINT (12.4548064 41.8984693)
122547985,41.8999377,12.4542526,4,,,POINT (12.4542526 41.8999377)
122548664,41.894628,12.4574904,4,,,POINT (12.4574904 41.894628)
122548891,41.8980652,12.4531492,3,,,POINT (12.4531492 41.8980652)
