osmid,y,x,node_id
65295902,37.729354,-122.389419,1261
65295905,37.7304259,-122.3912924,1262
65295907,37.7308515,-122.3921898,1263
65295928,37.7973369,-122.4618319,1264
65295984,37.7398485,-122.4478099,1265
65296001,37.7380711,-122.4481713,1266
65296054,37.7804836,-122.4976767,1267
65296063,37.7775875,-122.4974678,1268
65296066,37.7757218,-122.4973333,1269
65296069,37.7738546,-122.4971986,1270
65296079,37.7627205,-122.4964316,1271
65296083,37.7608546,-122.4963007,1272
65296086,37.7589892,-122.4961701,1273
65296088,37.7552601,-122.4959087,1274
65296091,37.7515278,-122.4956471,1275
65296094,37.7496663,-122.4955167,1276
65296100,37.7459347,-122.4952551,1277
65296103,37.7422059,-122.4949938,1278
65296104,37.7403392,-122.4948631,1279
65296105,37.7384759,-122.4947325,1280
65296110,37.7347999,-122.494475,1281
65296135,37.733111,-122.382369,1282
65296157,37.7324932,-122.3816064,1283
65296164,37.738358,-122.426076,1284
65296166,37.7382226,-122.4252741,1285
65296183,37.7404644,-122.4308048,1286
65296192,37.7687136,-122.4117781,1287
65296202,37.7680852,-122.4124247,1288
65296214,37.765454,-122.413139,1289
65296220,37.7638256,-122.4136035,1290
65296223,37.7621664,-122.4139849,1291
65296227,37.7600068,-122.4137197,1292
65296229,37.7598958,-122.4137074,1293
65296244,37.7573751,-122.4134729,1294
65296247,37.7557722,-122.4133134,1295
65296249,37.754173,-122.413161,1296
65296251,37.7525713,-122.4130129,1297
65296254,37.7493687,-122.4127084,1298
65296261,37.746825,-122.412547,1299
65296264,37.7446134,-122.4123341,1300
65296271,37.7698379,-122.4030693,1301
65296275,37.7703346,-122.4369153,1302
65296309,37.7690611,-122.4358192,1303
65296310,37.7673365,-122.4356482,1304
65296312,37.7665363,-122.435571,1305
65296314,37.7657356,-122.4354937,1306
65296316,37.7649784,-122.4354207,1307
65296319,37.7641325,-122.4353391,1308
65296321,37.76347,-122.4352756,1309
65296324,37.76271,-122.4352027,1310
65296327,37.7608903,-122.4350283,1311
65296328,37.757686,-122.4347146,1312
65296329,37.756886,-122.4346393,1313
65296331,37.7561078,-122.4345661,1314
65296333,37.7552878,-122.434489,1315
65296334,37.7544928,-122.4344142,1316
65296337,37.7536888,-122.4343386,1317
65296340,37.7528897,-122.4342612,1318
65296343,37.7520907,-122.4341847,1319
65296346,37.7512993,-122.4341088,1320
65296348,37.7504893,-122.4340312,1321
65296351,37.7488942,-122.4338783,1322
65296354,37.7480951,-122.4338017,1323
65296356,37.7473128,-122.4337266,1324
65296364,37.7465058,-122.4337426,1325
65296368,37.7456975,-122.4335222,1326
65296369,37.744881,-122.433466,1327
65296372,37.7440809,-122.4333969,1328
65296374,37.7433017,-122.4333206,1329
65296385,37.742495,-122.433315,1330
65296388,37.741903,-122.433259,1331
65296411,37.735856,-122.4325541,1332
65296414,37.7350123,-122.4324776,1333
65296421,37.7345538,-122.4324361,1334
65296463,37.7115396,-122.4320001,1335
65296469,37.7102869,-122.4330693,1336
65296478,37.7095668,-122.4347229,1337
65296523,37.7100757,-122.4386906,1338
65296586,37.7100271,-122.439497,1339
65296591,37.7350943,-122.4850422,1340
65296604,37.7889681,-122.4846226,1341
65296613,37.788785,-122.4870456,1342
65296623,37.7881406,-122.4895167,1343
65296636,37.7870542,-122.491105,1344
65296739,37.7657395,-122.4718236,1345
65296767,37.7456162,-122.4221746,1346
65296769,37.7453023,-122.4268388,1347
65296771,37.745165,-122.429037,1348
65296774,37.745032,-122.431256,1349
65296781,37.7447596,-122.4357041,1350
65296794,37.8066266,-122.4059603,1351
65296797,37.8064355,-122.4071661,1352
65296804,37.806137,-122.4095064,1353
65296806,37.8060358,-122.4103317,1354
65296808,37.8058335,-122.4119718,1355
65296810,37.8056285,-122.4136195,1356
65296812,37.8054193,-122.4152616,1357
65296815,37.8052173,-122.4169069,1358
65296818,37.8051849,-122.4171628,1359
65296822,37.8050084,-122.4185489,1360
65296824,37.8048014,-122.4201941,1361
65296827,37.8045662,-122.4218668,1362
65296833,37.8043611,-122.4234834,1363
65296837,37.8041423,-122.4252015,1364
65296839,37.8039436,-122.4267758,1365
65296846,37.8037362,-122.428419,1366
65296848,37.8035283,-122.4300655,1367
65296849,37.8032722,-122.4316968,1368
65296850,37.8028542,-122.43499,1369
65296852,37.8027159,-122.4366472,1370
65296864,37.8018467,-122.443242,1371
65296869,37.8016355,-122.444907,1372
65296881,37.8015623,-122.4478255,1373
65296947,37.7987315,-122.4189691,1374
65296948,37.7986032,-122.4200056,1375
65296954,37.7216618,-122.4675982,1376
65296961,37.7233872,-122.466707,1377
65296970,37.7254225,-122.4663079,1378
65296994,37.7643617,-122.5029967,1379
65296996,37.7624366,-122.5028618,1380
65296998,37.7605707,-122.502731,1381
65297003,37.7587053,-122.5026003,1382
65297004,37.7549767,-122.5023389,1383
65297007,37.7512442,-122.5020773,1384
65297014,37.7493825,-122.5019468,1385
65297017,37.7475146,-122.5018159,1386
65297020,37.7456509,-122.5016852,1387
65297024,37.7419226,-122.5014239,1388
65297026,37.7400555,-122.5012931,1389
65297028,37.7381924,-122.5011626,1390
65297035,37.735299,-122.5010574,1391
65297051,37.7772943,-122.5038972,1392
65297053,37.7754281,-122.503761,1393
65297058,37.773562,-122.5036248,1394
65297066,37.7869098,-122.4841439,1395
65297087,37.7820706,-122.4838186,1396
65297093,37.7782221,-122.48354,1397
65297095,37.7763549,-122.4834049,1398
65297097,37.7744888,-122.4832684,1399
65297108,37.7325144,-122.4801304,1400
65297116,37.7652614,-122.4826395,1401
65297118,37.7633353,-122.482504,1402
65297123,37.7614697,-122.4823741,1403
65297126,37.7596041,-122.482243,1404
65297130,37.755874,-122.4819824,1405
65297134,37.752142,-122.4817213,1406
65297136,37.7502809,-122.481591,1407
65297138,37.7484148,-122.4814604,1408
65297142,37.7465492,-122.4813299,1409
65297144,37.7428192,-122.4810768,1410
65297147,37.7409537,-122.4809383,1411
65297149,37.7390909,-122.4808079,1412
65297159,37.800624,-122.403557,1413
65297187,37.729934,-122.4406688,1414
65297190,37.7299109,-122.4420324,1415
65297193,37.7299088,-122.4443095,1416
65297197,37.7298919,-122.446588,1417
65297203,37.7298819,-122.4488694,1418
65297206,37.7298655,-122.452469,1419
65297210,37.72984,-122.4534211,1420
65297214,37.7298334,-122.4540979,1421
65297223,37.792316,-122.480706,1422
65297228,37.7926243,-122.4808054,1423
65297239,37.8079086,-122.4107259,1424
65297241,37.8076948,-122.4123467,1425
65297244,37.8074861,-122.4139892,1426
65297246,37.8072817,-122.4156352,1427
65297249,37.8070797,-122.4172792,1428
65297252,37.8068706,-122.4189289,1429
65297254,37.8067999,-122.4194991,1430
65297259,37.8064526,-122.4222174,1431
65297262,37.8062322,-122.4238616,1432
65297271,37.8039235,-122.4419507,1433
65297275,37.803711,-122.4436211,1434
65297276,37.8034994,-122.4452851,1435
65297287,37.8032901,-122.44693,1436
65297306,37.8049236,-122.4340882,1437
65297309,37.8047601,-122.4353733,1438
65297322,37.8040866,-122.4392623,1439
65297324,37.8039673,-122.4402084,1440
65297326,37.8038615,-122.4410453,1441
65297337,37.7531435,-122.4446506,1442
65297340,37.752747,-122.443762,1443
65297347,37.7764297,-122.4483366,1444
65297371,37.7914942,-122.4493892,1445
65297374,37.7906143,-122.4492106,1446
65297376,37.7897368,-122.4490324,1447
65297379,37.7888584,-122.4488541,1448
65297381,37.7879783,-122.4486754,1449
65297384,37.7118273,-122.4033236,1450
65297386,37.7125821,-122.4052587,1451
65297388,37.7132301,-122.4070818,1452
65297391,37.7138174,-122.4091977,1453
65297393,37.7143841,-122.4113282,1454
65297394,37.7150056,-122.4136168,1455
65297396,37.7154965,-122.4153936,1456
65297402,37.7801218,-122.4548367,1457
65297405,37.7777192,-122.454355,1458
65297411,37.7814006,-122.4552822,1459
65297424,37.7196687,-122.4671652,1460
65297427,37.7216642,-122.467185,1461
65297434,37.7115675,-122.4670505,1462
65297439,37.7124771,-122.4670964,1463
65297442,37.7142783,-122.467113,1464
65297465,37.7396991,-122.419564,1465
65297468,37.739307,-122.419818,1466
65297473,37.7380476,-122.4204848,1467
65297482,37.7410119,-122.4188971,1468
65297486,37.7397616,-122.4197183,1469
65297490,37.743223,-122.417422,1470
65297510,37.7412433,-122.4187996,1471
65297547,37.7461187,-122.4442829,1472
65297575,37.7451868,-122.442981,1473
65297585,37.76636,-122.466453,1474
65297588,37.7659764,-122.4664619,1475
65297590,37.7640494,-122.4663328,1476
65297593,37.7621837,-122.4662023,1477
65297595,37.7603181,-122.4660718,1478
65297598,37.7565868,-122.4658109,1479
65297600,37.752856,-122.46555,1480
65297602,37.7509914,-122.4654231,1481
65297605,37.7503354,-122.4653821,1482
65297613,37.7496081,-122.4650048,1483
65297644,37.7488411,-122.464722,1484
65297655,37.7487435,-122.464764,1485
65297662,37.7480864,-122.4651351,1486
65297665,37.748007,-122.465178,1487
65297670,37.7476444,-122.4653304,1488
65297696,37.7472974,-122.4665996,1489
65297715,37.786832,-122.4679433,1490
65297717,37.7828055,-122.4676522,1491
65297725,37.7789581,-122.4673741,1492
65297727,37.7770881,-122.467239,1493
65297729,37.7752248,-122.4671043,1494
65297760,37.7352705,-122.4009679,1495
65297770,37.733639,-122.398585,1496
65297772,37.7333148,-122.3977282,1497
65297799,37.7310847,-122.3952349,1498
65297808,37.8028902,-122.4075004,1499
65297818,37.7097388,-122.4414348,1500
65297820,37.7091083,-122.4409069,1501
65297823,37.7090319,-122.4408331,1502
65297832,37.7838585,-122.439648,1503
65297861,37.7145828,-122.4148457,1504
65297872,37.7135229,-122.415316,1505
65297878,37.7119187,-122.416025,1506
65297883,37.709966,-122.4168872,1507
65297899,37.7361732,-122.4343984,1508
65297910,37.735682,-122.434985,1509
65297913,37.7355849,-122.4350869,1510
65297926,37.735889,-122.435838,1511
65297940,37.7358056,-122.4380089,1512
65297946,37.7356671,-122.438796,1513
65297954,37.7758929,-122.4151466,1514
65297956,37.7746549,-122.4135916,1515
65298023,37.7650079,-122.4423465,1516
65298049,37.7632653,-122.4419965,1517
65298083,37.738797,-122.4346032,1518
65298154,37.7438308,-122.416417,1519
65298162,37.740786,-122.4183241,1520
65298164,37.7395375,-122.4191765,1521
65298173,37.739173,-122.4055951,1522
65298176,37.7392017,-122.406095,1523
65298178,37.739244,-122.4069479,1524
65298191,37.7206498,-122.439795,1525
65298193,37.7209208,-122.440473,1526
65298201,37.7222268,-122.443793,1527
65298207,37.735784,-122.385772,1528
65298214,37.7359717,-122.3853919,1529
65298225,37.7379288,-122.447388,1530
65298234,37.738006,-122.4489471,1531
65298240,37.7380205,-122.4494897,1532
65298252,37.7367161,-122.4518438,1533
65298273,37.7360716,-122.4516063,1534
65298294,37.7346291,-122.4507896,1535
65298314,37.7340396,-122.4328524,1536
65298329,37.7675381,-122.443866,1537
65298333,37.7674251,-122.44475,1538
65298349,37.7673222,-122.4455613,1539
65298353,37.7672171,-122.446387,1540
65298355,37.7671121,-122.4472139,1541
65298359,37.7670081,-122.448031,1542
65298367,37.7668721,-122.4491014,1543
65298370,37.7667369,-122.450164,1544
65298373,37.7665901,-122.451319,1545
65298376,37.7663795,-122.4529749,1546
65298380,37.765923,-122.4565555,1547
65298396,37.7626157,-122.420899,1548
65298398,37.761747,-122.420813,1549
65298401,37.7585506,-122.4205075,1550
65298403,37.756954,-122.4203477,1551
65298409,37.7467645,-122.4143623,1552
65298413,37.7450935,-122.4141974,1553
65298417,37.744184,-122.414086,1554
65298424,37.8070171,-122.4282861,1555
65298435,37.8054307,-122.4271273,1556
65298506,37.7166041,-122.46023,1557
65298510,37.7174385,-122.4602416,1558
65298517,37.7200274,-122.4602415,1559
65298518,37.7218461,-122.46025,1560
65298522,37.723647,-122.4602444,1561
65298533,37.7306121,-122.4592106,1562
65298554,37.7253914,-122.4598728,1563
65298559,37.7258209,-122.4598307,1564
65298584,37.7275846,-122.4598929,1565
65298589,37.7287434,-122.4600311,1566
65298596,37.7297201,-122.4599518,1567
65298628,37.7255247,-122.4595268,1568
65298642,37.7618829,-122.4453093,1569
65298664,37.7604787,-122.4453284,1570
65298689,37.7103153,-122.4418959,1571
65298695,37.7099341,-122.4430123,1572
65298742,37.7559353,-122.459576,1573
65298790,37.7591287,-122.4594763,1574
65298833,37.712622,-122.444743,1575
65298837,37.713196,-122.445458,1576
65298839,37.714256,-122.446779,1577
65298841,37.714691,-122.447321,1578
65298844,37.7152926,-122.4480966,1579
65298847,37.7157498,-122.4486397,1580
65298892,37.7108313,-122.4590105,1581
65298894,37.7114002,-122.4590165,1582
65298898,37.7122998,-122.459026,1583
65298900,37.7140549,-122.459045,1584
65298903,37.7149079,-122.459054,1585
65298907,37.7157634,-122.4590635,1586
65298909,37.7166118,-122.459072,1587
65298911,37.71746,-122.4590817,1588
65298919,37.7200331,-122.45922,1589
65298921,37.7218487,-122.45923,1590
65298923,37.723652,-122.459225,1591
65298926,37.724525,-122.4591874,1592
65298939,37.7403535,-122.4395306,1593
65298947,37.7415281,-122.4405065,1594
65298955,37.7350025,-122.3831743,1595
65298962,37.734967,-122.381725,1596
65298968,37.7087107,-122.40455,1597
65298970,37.7088386,-122.4050172,1598
65298975,37.7091103,-122.405995,1599
65298977,37.7091813,-122.4062488,1600
65298978,37.7093594,-122.4068883,1601
65298979,37.7095997,-122.4077438,1602
65298982,37.7098512,-122.4086504,1603
65298985,37.7101187,-122.409596,1604
65298988,37.7103591,-122.4104595,1605
65298990,37.7106106,-122.4113591,1606
65298992,37.7108699,-122.4122942,1607
65298994,37.7110422,-122.4129015,1608
65298997,37.7116567,-122.4150913,1609
65299007,37.712382,-122.4182817,1610
65299048,37.7182987,-122.425865,1611
65299058,37.7824725,-122.3928758,1612
65299062,37.782144,-122.3932921,1613
65299078,37.7816961,-122.3941151,1614
65299092,37.7810517,-122.3946605,1615
65299107,37.7814813,-122.3938458,1616
65299118,37.7807099,-122.3950877,1617
65299133,37.7122867,-122.4065468,1618
65299135,37.7111983,-122.407034,1619
65299139,37.7084839,-122.408239,1620
65299144,37.742999,-122.4528774,1621
65299154,37.7422323,-122.4537352,1622
65299156,37.7419735,-122.4539061,1623
65299159,37.7410812,-122.4544761,1624
65299168,37.7123322,-122.4546769,1625
65299171,37.712321,-122.4560634,1626
65299178,37.7122687,-122.4625866,1627
65299193,37.7323983,-122.4827723,1628
65299205,37.7692106,-122.4178011,1629
65299217,37.7684064,-122.417817,1630
65299264,37.7694012,-122.4302718,1631
65299267,37.7676741,-122.4301084,1632
65299283,37.7996852,-122.4000814,1633
65299288,37.7995352,-122.4012578,1634
65299292,37.7993854,-122.4024346,1635
65299296,37.7991795,-122.4040691,1636
65299305,37.7989756,-122.4056646,1637
65299313,37.7987782,-122.4072267,1638
65299327,37.7985794,-122.4088248,1639
65299335,37.7983737,-122.4104761,1640
65299342,37.798171,-122.4121084,1641
65299346,37.7980811,-122.4128312,1642
65299375,37.7978856,-122.4144036,1643
65299382,37.7978003,-122.4150897,1644
65299384,37.7977573,-122.415399,1645
65299389,37.7975516,-122.4170466,1646
65299391,37.7973433,-122.4186878,1647
65299392,37.7972385,-122.4195142,1648
65299395,37.7971235,-122.4203333,1649
65299397,37.7969024,-122.4219781,1650
65299400,37.7966765,-122.423737,1651
65299406,37.7962729,-122.4269107,1652
65299409,37.7960646,-122.4285543,1653
65299417,37.7958555,-122.4301982,1654
65299424,37.7954372,-122.4334867,1655
65299426,37.7952292,-122.4351312,1656
65299429,37.795019,-122.4367743,1657
65299431,37.79481,-122.4384179,1658
65299435,37.7946013,-122.440066,1659
65299440,37.7943892,-122.4417335,1660
65299446,37.7941773,-122.4434001,1661
65299449,37.7939671,-122.4450446,1662
65299451,37.7937709,-122.4465939,1663
65299460,37.7381984,-122.4346621,1664
65299488,37.7372949,-122.4363088,1665
65299504,37.7372368,-122.4376195,1666
65299521,37.7377378,-122.4382388,1667
65299533,37.7377806,-122.4399413,1668
65299541,37.772161,-122.414416,1669
65299552,37.7090829,-122.4611666,1670
65299561,37.7096601,-122.4619771,1671
65299568,37.7856674,-122.5002382,1672
65299618,37.7815835,-122.4945314,1673
65299622,37.777734,-122.4942538,1674
65299624,37.7758685,-122.4941193,1675
65299628,37.7740009,-122.4939846,1676
65299643,37.7353358,-122.4913436,1677
65299654,37.7341027,-122.4913134,1678
65299662,37.764788,-122.4933518,1679
65299663,37.7628624,-122.4932174,1680
65299668,37.7609965,-122.4930871,1681
65299671,37.7591311,-122.4929569,1682
65299673,37.7554017,-122.4926966,1683
65299677,37.7516694,-122.4924361,1684
65299680,37.749808,-122.4923062,1685
65299682,37.7479428,-122.492176,1686
65299685,37.7460763,-122.4920458,1687
65299691,37.7423472,-122.4917855,1688
65299693,37.7404808,-122.4916534,1689
65299698,37.7386207,-122.4915418,1690
65299713,37.734945,-122.384866,1691
65299721,37.734707,-122.385101,1692
65299735,37.7200145,-122.46267,1693
65299741,37.7198894,-122.463567,1694
65299746,37.7196965,-122.464469,1695
65299748,37.7196814,-122.465367,1696
65299750,37.7196708,-122.4662654,1697
65299753,37.7196666,-122.468061,1698
65299756,37.7196589,-122.4689629,1699
65299759,37.7196519,-122.4698613,1700
65299761,37.7196398,-122.4707594,1701
65299763,37.7196326,-122.471679,1702
65299765,37.7196776,-122.472381,1703
65299771,37.8009845,-122.4312337,1704
65299773,37.8005655,-122.4345241,1705
65299791,37.764996,-122.420581,1706
65299793,37.7633833,-122.4204382,1707
65299799,37.7306523,-122.392257,1708
65299802,37.7307281,-122.3927812,1709
65299804,37.7308023,-122.3932937,1710
65299806,37.7308558,-122.3936638,1711
65299810,37.730931,-122.3941837,1712
65299813,37.7309812,-122.3945305,1713
65299816,37.7310612,-122.3950839,1714
65299822,37.731314,-122.396857,1715
65299825,37.731435,-122.397697,1716
65299831,37.7317534,-122.3994579,1717
65299833,37.731478,-122.4003036,1718
65299836,37.731259,-122.401131,1719
65299841,37.731217,-122.401288,1720
65299842,37.7308,-122.402866,1721
65299844,37.7306558,-122.4034393,1722
65299863,37.7303005,-122.4047265,1723
65299874,37.7435681,-122.3877414,1724
65299879,37.7435229,-122.3875625,1725
65299900,37.7450197,-122.3870584,1726
65299910,37.7461906,-122.3871089,1727
65299938,37.7490303,-122.3873794,1728
65299949,37.7515695,-122.3875772,1729
65299961,37.7541185,-122.387816,1730
65299968,37.7553925,-122.3879105,1731
65299984,37.7579454,-122.3882572,1732
65299991,37.760499,-122.3884713,1733
65300028,37.7706897,-122.3893699,1734
65300030,37.7763784,-122.3900554,1735
65300043,37.777537,-122.3911308,1736
65300049,37.7788654,-122.3927775,1737
65300052,37.780095,-122.3943175,1738
65300054,37.7803497,-122.3946365,1739
65300056,37.7810712,-122.3955374,1740
65300059,37.7817599,-122.3964029,1741
65300069,37.7821345,-122.3968723,1742
65300073,37.7825562,-122.3974,1743
65300078,37.7838039,-122.3989609,1744
65300080,37.7842195,-122.3994834,1745
65300085,37.7850152,-122.4004778,1746
65300093,37.785834,-122.4015071,1747
65300097,37.7862613,-122.4020414,1748
65300105,37.7866798,-122.4025729,1749
65300107,37.7870311,-122.403019,1750
65300211,37.74361,-122.3879,1751
65300217,37.7440578,-122.3875341,1752
65300291,37.7232269,-122.3953894,1753
65300308,37.7217371,-122.3960672,1754
65300348,37.7209684,-122.3964109,1755
65300353,37.7207539,-122.3965157,1756
65300368,37.7195231,-122.3970506,1757
65300379,37.7188124,-122.3974365,1758
65300402,37.7427493,-122.3880405,1759
65300412,37.7419627,-122.3883117,1760
65300418,37.7411597,-122.388578,1761
65300431,37.7403811,-122.3888653,1762
65300441,37.7395902,-122.3891302,1763
65300454,37.7380168,-122.3896779,1764
65300460,37.7372152,-122.3899446,1765
65300475,37.7356349,-122.3904965,1766
65300486,37.7348483,-122.3907745,1767
65300495,37.7340604,-122.3910537,1768
65300507,37.7332644,-122.3913251,1769
65300518,37.7324464,-122.3916182,1770
65300536,37.7316179,-122.3919103,1771
65300557,37.7300609,-122.3924718,1772
65300568,37.7292753,-122.3927538,1773
65300584,37.7285572,-122.3930129,1774
65300597,37.7277867,-122.3933328,1775
65300606,37.7270264,-122.393654,1776
65300622,37.7262868,-122.3939964,1777
65300633,37.7255489,-122.3943538,1778
65300644,37.724732,-122.3947175,1779
65300657,37.7239677,-122.3950397,1780
65300759,37.7391198,-122.389113,1781
65300870,37.728844,-122.3927243,1782
65300914,37.7246804,-122.3945355,1783
65300983,37.7360739,-122.4167159,1784
65300986,37.7360363,-122.4160631,1785
65300988,37.7360007,-122.415446,1786
65300991,37.7359651,-122.414829,1787
65300993,37.7359295,-122.41421,1788
65300996,37.7358934,-122.413584,1789
65300999,37.7358577,-122.4129639,1790
65301000,37.735822,-122.412345,1791
65301138,37.7158258,-122.4536096,1792
65301181,37.7185891,-122.3920565,1793
65301188,37.7460731,-122.4452163,1794
65301198,37.7461217,-122.446879,1795
65301199,37.7460554,-122.4472999,1796
65301236,37.7245267,-122.4685303,1797
65301243,37.7247941,-122.4684753,1798
65301258,37.7238319,-122.4675528,1799
65301266,37.7252183,-122.4672896,1800
65301273,37.7320636,-122.4660992,1801
65301296,37.7303351,-122.4662778,1802
65301316,37.7283235,-122.4677438,1803
65301431,37.7481647,-122.4425143,1804
65301453,37.7971145,-122.4545809,1805
65301461,37.7965199,-122.4548305,1806
65301465,37.7934707,-122.4541298,1807
65301487,37.7371968,-122.439714,1808
65301492,37.7355402,-122.4397893,1809
65301508,37.7710626,-122.438732,1810
65301512,37.771995,-122.4389208,1811
65301514,37.7729258,-122.4391086,1812
65301517,37.7738594,-122.4392969,1813
65301520,37.7747911,-122.4394849,1814
65301522,37.7757238,-122.4396744,1815
65301525,37.7775881,-122.440049,1816
65301529,37.7785165,-122.44024,1817
65301531,37.7794519,-122.440426,1818
65301534,37.7803808,-122.440613,1819
65301536,37.7813129,-122.440801,1820
65301539,37.7822637,-122.4409921,1821
65301542,37.7831689,-122.4411749,1822
65301545,37.784113,-122.4413671,1823
65301549,37.7859726,-122.4417453,1824
65301554,37.786903,-122.4419331,1825
65301556,37.7887873,-122.4423135,1826
65301572,37.789668,-122.4424913,1827
65301575,37.7905461,-122.4426685,1828
65301577,37.7914262,-122.4428462,1829
65301579,37.7923036,-122.4430233,1830
65301581,37.7932283,-122.44321,1831
65301584,37.7951112,-122.4435872,1832
65301587,37.7960442,-122.443776,1833
65301590,37.7969764,-122.4439647,1834
65301591,37.7979099,-122.444153,1835
65301595,37.7988596,-122.4443459,1836
65301599,37.7997691,-122.44453,1837
65301601,37.8007045,-122.4447194,1838
65301602,37.8025651,-122.445096,1839
65301604,37.8044329,-122.445474,1840
65301619,37.7127248,-122.4446436,1841
65301621,37.7116881,-122.4441093,1842
65301629,37.7093324,-122.4426926,1843
65301651,37.7282799,-122.4443139,1844
65301655,37.7290939,-122.4443014,1845
65301658,37.7307155,-122.4443148,1846
65301660,37.7310763,-122.4443178,1847
65301709,37.7323471,-122.4443254,1848
65301720,37.7330881,-122.444331,1849
65301726,37.733809,-122.4443274,1850
65301736,37.7844158,-122.4337922,1851
65301738,37.7850572,-122.4339211,1852
65301746,37.719367,-122.4089318,1853
65301749,37.71963,-122.4079571,1854
65301753,37.7198431,-122.4080427,1855
65301758,37.7195842,-122.4090215,1856
65301760,37.7193254,-122.4100111,1857
65301762,37.719069,-122.4109911,1858
65301776,37.7203977,-122.4049818,1859
65301785,37.7198814,-122.4069602,1860
65301802,37.7206182,-122.4050688,1861
65301811,37.7211692,-122.402025,1862
65301830,37.7209138,-122.4030038,1863
65301836,37.7206571,-122.4039918,1864
65301862,37.7214385,-122.4010504,1865
65301931,37.7186701,-122.411652,1866
65302000,37.7289359,-122.4037407,1867
65302002,37.7288408,-122.4041181,1868
65302006,37.7285851,-122.4051138,1869
65302008,37.7283245,-122.4061018,1870
65302013,37.728067,-122.4070882,1871
65302014,37.727293,-122.4100441,1872
65302025,37.726532,-122.4140899,1873
65302044,37.7252343,-122.4179221,1874
65302048,37.7249766,-122.4189034,1875
65302049,37.724454,-122.420861,1876
65302051,37.7242356,-122.4218805,1877
65302052,37.7239642,-122.4228494,1878
65302109,37.7554138,-122.4388844,1879
65302128,37.7552536,-122.4399692,1880
65302139,37.7577723,-122.4068661,1881
65302150,37.7577156,-122.4077731,1882
65302160,37.7576615,-122.4086702,1883
65302164,37.757547,-122.4105486,1884
65302166,37.7574923,-122.4114392,1885
65302174,37.7574362,-122.4123782,1886
65302176,37.7573041,-122.4145631,1887
65302180,37.7572377,-122.4156483,1888
65302182,37.7571719,-122.416739,1889
65302184,37.7571082,-122.4178371,1890
65302189,37.7570441,-122.4189227,1891
65302192,37.7569933,-122.4196895,1892
65302196,37.7569732,-122.4200211,1893
65302203,37.7567702,-122.4233776,1894
65302208,37.7567057,-122.4244433,1895
65302211,37.7565629,-122.4268094,1896
65302214,37.7564972,-122.4279075,1897
65302215,37.7563657,-122.4301292,1898
65302217,37.7562652,-122.4317802,1899
65302219,37.7562287,-122.4323312,1900
65302237,37.7558977,-122.4378049,1901
65302248,37.748695,-122.460051,1902
65302249,37.7489344,-122.4596769,1903
65302256,37.8031961,-122.4730862,1904
65302291,37.735309,-122.385269,1905
65302302,37.7340951,-122.3848249,1906
65302305,37.7337593,-122.3847105,1907
65302309,37.7334997,-122.3845967,1908
65302318,37.7332419,-122.3834479,1909
65302325,37.7335918,-122.3822745,1910
65302336,37.7299256,-122.4384754,1911
65302340,37.72927,-122.437703,1912
65302358,37.727861,-122.438085,1913
65302372,37.726872,-122.438161,1914
65302379,37.725508,-122.438763,1915
65302385,37.7241458,-122.439339,1916
65302394,37.739291,-122.4127164,1917
65302396,37.738279,-122.412746,1918
65302398,37.7370368,-122.4128578,1919
65302401,37.7347058,-122.4130686,1920
65302403,37.733941,-122.413144,1921
65302503,37.742076,-122.412538,1922
65302517,37.7417758,-122.4125665,1923
65302519,37.741442,-122.412588,1924
65302527,37.7402615,-122.4126806,1925
65302542,37.71966,-122.405564,1926
65302547,37.718266,-122.406167,1927
65302565,37.7107284,-122.4188379,1928
65302577,37.711317,-122.422241,1929
65302590,37.7170153,-122.4479665,1930
65302600,37.8299901,-122.3742964,1931
65302604,37.8295068,-122.3743391,1932
65302609,37.8299194,-122.3738511,1933
65302612,37.8305325,-122.3735972,1934
65302619,37.828688,-122.3723347,1935
65302622,37.8284123,-122.3729903,1936
65302629,37.7481472,-122.4667647,1937
65302633,37.7483924,-122.4668,1938
65302639,37.7268292,-122.4723691,1939
65302641,37.7268149,-122.4719979,1940
65302643,37.726808,-122.471703,1941
65302646,37.7267907,-122.4711517,1942
65302650,37.7271429,-122.4703739,1943
65302665,37.7287679,-122.4704812,1944
65302673,37.8292846,-122.3770251,1945
65302674,37.8290866,-122.3766548,1946
65302678,37.7530911,-122.4426734,1947
65302699,37.7526222,-122.4427905,1948
65302722,37.762553,-122.442983,1949
65302728,37.7620016,-122.4433587,1950
65302755,37.7661278,-122.4632538,1951
65302760,37.7651251,-122.463184,1952
65302761,37.7641912,-122.4631192,1953
65302762,37.7623257,-122.462989,1954
65302763,37.7604599,-122.4628599,1955
65302770,37.7883831,-122.46483,1956
65302771,37.784789,-122.4645707,1957
65302772,37.7829515,-122.4644381,1958
65302778,37.7791044,-122.4641605,1959
65302780,37.7772338,-122.4640256,1960
65302782,37.7753711,-122.4638912,1961
65302831,37.716595,-122.409805,1962
65302840,37.716279,-122.40994,1963
65302855,37.734501,-122.3794535,1964
65302861,37.734493,-122.3786571,1965
65302893,37.7384535,-122.4069563,1966
65302909,37.7857721,-122.4529159,1967
65302936,37.7228984,-122.4837219,1968
65302941,37.722721,-122.4834891,1969
65302947,37.7218139,-122.4824845,1970
65302952,37.7216097,-122.4822217,1971
65302954,37.7207335,-122.4812282,1972
65302957,37.7205499,-122.4811182,1973
